account_value,date,daily_return
1046403263.1000005,2023-09-21,
1046383583.1000005,2023-09-22,-1.88072808008366e-05
1045893913.1000005,2023-09-25,-0.00046796414613969883
1045644483.1000005,2023-09-26,-0.0002384849905672226
1045955133.1000005,2023-09-27,0.0002970895031924048
1045795703.1000005,2023-09-28,-0.00015242527614689472
1045066303.1000005,2023-09-29,-0.0006974593583028987
1045337023.1000005,2023-10-02,0.00025904576503621435
1044527703.1000005,2023-10-03,-0.0007742192059743136
1044788483.1000005,2023-10-04,0.0002496630766479768
1043879233.1000005,2023-10-05,-0.0008702718442130664
1045080073.1000005,2023-10-06,0.0011503629557165773
1048550803.1000005,2023-10-09,0.0033210182543284006
1049451243.1000005,2023-10-10,0.0008587471368461941
1050421613.1000005,2023-10-11,0.0009246451480047213
1049511913.1000005,2023-10-12,-0.0008660332086231071
1049022273.1000005,2023-10-13,-0.00046654067846996217
1050202663.1000005,2023-10-16,0.0011252287299028385
1043532983.1000005,2023-10-17,-0.0063508503971151375
1043333673.1000005,2023-10-18,-0.00019099540045963703
1041324373.1000005,2023-10-19,-0.0019258460182061121
1043205173.1000005,2023-10-20,0.0018061615079658644
1039015883.1000005,2023-10-23,-0.004015787218108802
1041306783.1000005,2023-10-24,0.0022048748602041535
1038657583.1000005,2023-10-25,-0.0025441109603773215
1028398493.1000005,2023-10-26,-0.009877259037940567
1028909813.1000005,2023-10-27,0.0004972002617960047
1023501113.1000005,2023-10-30,-0.0052567289485792035
1017892613.1000005,2023-10-31,-0.005479720469490079
1024844313.1000005,2023-11-01,0.0068295023566666835
1035635773.1000005,2023-11-02,0.010529853034318304
1029426873.1000005,2023-11-03,-0.005995254471960476
1034218173.1000005,2023-11-06,0.004654337403852349
1033549323.1000005,2023-11-07,-0.0006467204090943035
1048160493.1000005,2023-11-08,0.014136887010070875
1047801233.1000005,2023-11-09,-0.0003427528535611124
1044191983.1000005,2023-11-10,-0.0034445941520051537
1043812833.1000005,2023-11-13,-0.0003631037262653569
1048363693.1000005,2023-11-14,0.004359842929392288
1047574433.1000005,2023-11-15,-0.000752849421622126
1049965193.1000005,2023-11-16,0.0022821862814321747
1041755893.1000005,2023-11-17,-0.007818640135833665
1040486793.1000005,2023-11-20,-0.0012182316494735446
1045637723.1000005,2023-11-21,0.004950500125670443
1050468533.1000005,2023-11-22,0.0046199653027800824
1040559233.1000005,2023-11-23,-0.009433219261463233
1042390153.1000005,2023-11-24,0.0017595538454311388
1040031033.1000005,2023-11-27,-0.0022631833128738954
1041941963.1000005,2023-11-28,0.0018373778658355988
1041504683.1000005,2023-11-29,-0.0004196778856079275
1041515513.1000005,2023-11-30,1.0398416997681181e-05
1041606323.1000005,2023-12-01,8.719025195280672e-05
1041957083.1000005,2023-12-04,0.00033674910781655853
1042427723.1000005,2023-12-05,0.00045168846935594864
1042518243.1000005,2023-12-06,8.683575656531772e-05
1042088743.1000005,2023-12-07,-0.0004119831982247746
1042009313.1000005,2023-12-08,-7.622191538481093e-05
1042639893.1000005,2023-12-11,0.0006051577390646656
1044250393.1000005,2023-12-12,0.0015446368498444052
1042640713.1000005,2023-12-13,-0.00154146937423838
1043731193.1000005,2023-12-14,0.001045882811115062
1043721573.1000005,2023-12-15,-9.216932543187895e-06
1040851953.1000005,2023-12-18,-0.0027494114081371146
1041682553.1000005,2023-12-19,0.0007980001358753874
