,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2015-01-05,vic.vn,27886.0,27886.0,27652.0,27827.0,548730.0,0.0,0.0,28050.96298679765,27720.03701320235,100.0,66.66666666666667,100.0,27827.0,27827.0,19.920000076293945,0.0
1,2015-01-06,vic.vn,27710.0,27944.0,27652.0,27944.0,790900.0,1.0,2.625,28050.96298679765,27720.03701320235,100.0,66.66666666666667,100.0,27885.5,27885.5,21.1200008392334,0.0
2,2015-01-07,vic.vn,27944.0,28061.0,27769.0,27886.0,546700.0,2.0,1.546194498481782,28002.66809115942,27768.665242173916,66.10169491525424,100.0,100.0,27885.666666666668,27885.666666666668,19.309999465942383,0.0
3,2015-01-08,vic.vn,27886.0,28295.0,27886.0,28061.0,1350000.0,3.0,7.3359476522418845,28129.169727299857,27729.830272700143,83.52902006482633,133.27002215891198,100.0,27929.5,27929.5,17.010000228881836,0.0
4,2015-01-09,vic.vn,28061.0,28412.0,27944.0,27944.0,1660000.0,4.0,5.671873484312528,28105.804728885923,27758.99527111408,61.61916037834314,88.84580291970714,100.0,27932.4,27932.4,17.549999237060547,0.0
5,2015-01-12,vic.vn,27944.0,28178.0,27652.0,27652.0,808040.0,0.0,-7.921164102521288,28162.201414332612,27609.131919000723,36.739115726342234,-58.80576987588116,25.136889154269817,27885.666666666668,27885.666666666668,19.600000381469727,0.0
6,2015-01-13,vic.vn,27593.0,27827.0,27418.0,27535.0,1340000.0,1.0,-21.80236939457245,28201.62216666267,27469.520690480185,31.47186360586076,-146.03224565452982,4.498171664994539,27835.571428571428,27835.571428571428,20.559999465942383,0.0
7,2015-01-14,vic.vn,27710.0,27710.0,27476.0,27535.0,1000000.0,2.0,-30.759590558289347,28198.028570408238,27397.971429591762,31.47186360586076,-123.24637681159382,4.498171664994538,27798.0,27798.0,21.479999542236328,0.0
8,2015-01-15,vic.vn,27535.0,27769.0,27359.0,27710.0,1410000.0,3.0,-27.811890485423646,28166.985707497373,27409.458736947072,44.26272613928174,-87.77419354838653,15.238896455212966,27788.222222222223,27788.222222222223,22.389999389648438,0.0
9,2015-01-16,vic.vn,27710.0,27710.0,27476.0,27652.0,471380.0,4.0,-28.303781656330102,28141.94748914043,27407.252510859566,41.60051314182364,-76.57239341494368,15.238896455212966,27774.6,27774.6,20.950000762939453,0.0
10,2015-01-20,vic.vn,27710.0,27827.0,27535.0,27535.0,541140.0,1.0,-34.274294626284245,28108.799540561533,27380.033792771803,36.81982180093722,-65.13899323816689,6.333324362351572,27744.416666666668,27744.416666666668,19.889999389648438,0.0
11,2015-01-21,vic.vn,27535.0,27710.0,27535.0,27535.0,388400.0,2.0,-38.2782954862123,28096.009006434062,27360.60637818132,36.81982180093722,-75.51241130074597,6.333324362351561,27728.30769230769,27728.30769230769,18.850000381469727,0.0
12,2015-01-22,vic.vn,27710.0,27710.0,27535.0,27535.0,350580.0,3.0,-40.778188311047415,28082.576706052507,27346.423293947493,36.81982180093721,-70.26484934129728,6.333324362351554,27714.5,27714.5,16.399999618530273,0.0
13,2015-01-23,vic.vn,27710.0,28061.0,27652.0,28061.0,1320000.0,4.0,-10.929502558294189,28134.865510350806,27340.33448964919,59.807889985450586,71.40763895672613,28.146639317284173,27737.6,27737.6,16.65999984741211,0.0
14,2015-01-26,vic.vn,28353.0,28587.0,28061.0,28178.0,413360.0,0.0,18.95287919855764,28207.602796053092,27322.647203946908,62.91293215893165,183.2594224034433,47.20647358675672,27765.125,27765.125,15.520000457763672,0.0
15,2015-01-27,vic.vn,28178.0,28236.0,27710.0,28061.0,884930.0,1.0,34.26666469834163,28234.35687753403,27330.70194599538,58.25708511168975,73.47572983617846,24.4231155316936,27782.529411764706,27782.529411764706,17.219999313354492,0.0
16,2015-01-28,vic.vn,27827.0,28061.0,27769.0,27827.0,552940.0,2.0,30.82021586720657,28223.838037924485,27346.161962075515,50.52157572065229,28.938122893812317,24.423115531693586,27785.0,27785.0,20.440000534057617,0.0
