Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
18/12/2020,"56,298.00","56,200.00","56,890.00","55,805.00",1.27M,0.17%
17/12/2020,"56,200.00","57,580.00","57,777.00","56,200.00",1.21M,-2.73%
16/12/2020,"57,777.00","57,580.00","57,777.00","56,989.00",937.27K,0.69%
15/12/2020,"57,383.00","57,777.00","58,566.00","57,186.00",1.52M,-0.68%
14/12/2020,"57,777.00","57,186.00","58,566.00","56,496.00",1.53M,1.91%
11/12/2020,"56,693.00","55,904.00","56,693.00","55,214.00",1.16M,1.41%
10/12/2020,"55,904.00","57,087.00","57,186.00","55,707.00",1.12M,-2.07%
09/12/2020,"57,087.00","56,791.00","57,679.00","56,496.00",1.28M,0.52%
08/12/2020,"56,791.00","55,707.00","57,383.00","55,608.00",1.60M,2.86%
07/12/2020,"55,214.00","54,721.00","55,510.00","54,524.00",565.99K,1.08%
04/12/2020,"54,622.00","55,805.00","56,003.00","54,524.00",545.99K,-1.77%
03/12/2020,"55,608.00","55,214.00","56,003.00","55,214.00",639.21K,1.07%
02/12/2020,"55,017.00","54,425.00","55,017.00","54,129.00",686.60K,1.09%
01/12/2020,"54,425.00","52,946.00","54,721.00","52,946.00",992.55K,0.36%
30/11/2020,"54,228.00","55,115.00","55,707.00","54,228.00",974.78K,-1.43%
27/11/2020,"55,017.00","54,129.00","55,017.00","54,031.00",747.25K,2.20%
26/11/2020,"53,833.00","54,326.00","54,524.00","53,636.00",892.77K,-1.09%
25/11/2020,"54,425.00","55,115.00","55,707.00","54,228.00",844.33K,-1.08%
24/11/2020,"55,017.00","56,200.00","57,186.00","53,242.00",1.57M,-1.76%
23/11/2020,"56,003.00","55,904.00","56,101.00","55,214.00",859.80K,0.00%
20/11/2020,"56,003.00","56,397.00","56,496.00","55,805.00",460.01K,-0.17%
19/11/2020,"56,101.00","54,326.00","56,693.00","54,228.00",1.62M,2.89%
18/11/2020,"54,524.00","53,932.00","54,918.00","53,636.00",1.05M,1.10%
17/11/2020,"53,932.00","53,538.00","54,129.00","52,946.00",590.00K,1.30%
16/11/2020,"53,242.00","54,721.00","54,721.00","53,143.00",1.16M,-2.17%
13/11/2020,"54,425.00","53,242.00","54,819.00","53,242.00",1.23M,2.22%
12/11/2020,"53,242.00","52,749.00","53,242.00","52,355.00",621.47K,1.31%
11/11/2020,"52,552.00","52,749.00","53,340.00","52,059.00",725.96K,-0.37%
10/11/2020,"52,749.00","53,143.00","53,143.00","52,355.00",992.42K,1.14%
09/11/2020,"52,157.00","51,664.00","52,453.00","51,270.00",947.00K,1.73%
06/11/2020,"51,270.00","51,467.00","51,664.00","50,777.00",423.06K,-0.38%
05/11/2020,"51,467.00","51,862.00","52,552.00","51,467.00",477.62K,-0.76%
04/11/2020,"51,862.00","51,270.00","52,256.00","50,678.00",691.31K,1.15%
03/11/2020,"51,270.00","50,777.00","51,467.00","50,481.00",759.87K,1.96%
02/11/2020,"50,284.00","49,791.00","50,481.00","48,411.00",404.52K,0.99%
30/10/2020,"49,791.00","50,087.00","50,087.00","48,756.00",737.94K,0.60%
29/10/2020,"49,495.00","48,312.00","50,087.00","48,016.00",1.24M,1.41%
28/10/2020,"48,805.00","51,763.00","52,256.00","48,805.00",1.55M,-6.60%
27/10/2020,"52,256.00","52,749.00","53,439.00","51,862.00",960.17K,-1.67%
26/10/2020,"53,143.00","55,017.00","55,707.00","53,143.00",1.57M,-2.88%
23/10/2020,"54,721.00","53,932.00","55,115.00","53,538.00",1.49M,2.21%
22/10/2020,"53,538.00","50,678.00","53,636.00","50,284.00",1.58M,4.42%
21/10/2020,"51,270.00","53,242.00","53,242.00","51,270.00",1.32M,-3.70%
20/10/2020,"53,242.00","53,932.00","54,524.00","52,157.00",980.24K,-1.28%
19/10/2020,"53,932.00","53,543.00","54,418.00","53,543.00",1.60M,2.97%
16/10/2020,"52,377.00","52,377.00","52,377.00","51,114.00",1.48M,-0.18%
15/10/2020,"52,474.00","52,474.00","53,252.00","51,697.00",1.66M,-0.74%
14/10/2020,"52,863.00","52,474.00","53,155.00","52,474.00",1.15M,1.30%
13/10/2020,"52,183.00","51,989.00","53,155.00","51,503.00",2.06M,1.51%
12/10/2020,"51,406.00","48,685.00","51,503.00","48,685.00",3.90M,6.23%
09/10/2020,"48,393.00","48,247.00","48,782.00","47,907.00",440.56K,-0.10%
08/10/2020,"48,442.00","48,879.00","49,365.00","48,199.00",686.84K,0.00%
07/10/2020,"48,442.00","47,276.00","48,782.00","46,838.00",1.47M,2.47%
06/10/2020,"47,276.00","47,130.00","47,567.00","46,838.00",731.12K,1.35%
05/10/2020,"46,644.00","47,033.00","47,178.00","46,644.00",926.83K,-1.03%
02/10/2020,"47,130.00","47,713.00","47,713.00","45,867.00",657.47K,-0.72%
01/10/2020,"47,470.00","47,324.00","47,664.00","47,324.00",254.32K,0.31%
30/09/2020,"47,324.00","46,644.00","47,421.00","46,450.00",471.69K,1.46%
29/09/2020,"46,644.00","48,345.00","48,442.00","46,644.00",1.11M,-3.42%
28/09/2020,"48,296.00","48,393.00","48,879.00","47,907.00",538.88K,0.40%
25/09/2020,"48,102.00","47,907.00","48,199.00","47,616.00",538.61K,0.41%
24/09/2020,"47,907.00","48,102.00","48,199.00","47,616.00",613.09K,-1.10%
23/09/2020,"48,442.00","48,490.00","48,976.00","48,296.00",651.31K,-0.10%
22/09/2020,"48,490.00","47,664.00","48,879.00","47,616.00",880.58K,0.91%
21/09/2020,"48,053.00","47,567.00","48,490.00","47,421.00",980.32K,1.54%
18/09/2020,"47,324.00","47,276.00","47,810.00","47,227.00",950.60K,0.62%
17/09/2020,"47,033.00","46,644.00","47,033.00","46,644.00",521.72K,0.52%
16/09/2020,"46,790.00","46,644.00","46,838.00","46,595.00",362.29K,0.21%
15/09/2020,"46,693.00","47,227.00","47,421.00","46,644.00",517.47K,-1.13%
14/09/2020,"47,227.00","46,352.00","48,102.00","46,352.00",546.41K,1.99%
11/09/2020,"46,304.00","45,964.00","46,644.00","45,964.00",1.03M,-1.34%
10/09/2020,"46,935.00","48,102.00","48,587.00","46,838.00",1.82M,-2.03%
09/09/2020,"47,907.00","47,616.00","48,393.00","47,421.00",684.21K,-1.20%
08/09/2020,"48,490.00","48,102.00","48,587.00","47,470.00",996.74K,1.73%
07/09/2020,"47,664.00","50,045.00","50,434.00","47,664.00",1.64M,-4.39%
04/09/2020,"49,851.00","49,073.00","49,948.00","48,685.00",1.20M,-0.77%
03/09/2020,"50,239.00","50,045.00","50,628.00","49,754.00",1.13M,0.39%
01/09/2020,"50,045.00","48,393.00","50,142.00","48,199.00",1.76M,3.21%
31/08/2020,"48,490.00","46,887.00","48,879.00","46,887.00",2.23M,3.85%
28/08/2020,"46,693.00","46,352.00","47,033.00","45,915.00",1.18M,0.95%
27/08/2020,"46,255.00","46,255.00","46,450.00","45,867.00",585.73K,0.00%
26/08/2020,"46,255.00","46,061.00","46,547.00","45,867.00",548.64K,0.42%
25/08/2020,"46,061.00","46,158.00","46,838.00","46,012.00",1.07M,1.07%
24/08/2020,"45,575.00","45,186.00","45,769.00","44,749.00",948.78K,2.29%
21/08/2020,"44,555.00","44,020.00","44,652.00","44,020.00",438.61K,1.22%
20/08/2020,"44,020.00","44,215.00","44,506.00","43,486.00",378.78K,0.00%
19/08/2020,"44,020.00","43,340.00","44,117.00","43,340.00",348.07K,1.57%
18/08/2020,"43,340.00","44,215.00","44,409.00","43,243.00",762.02K,-1.98%
17/08/2020,"44,215.00","44,506.00","44,506.00","43,923.00",230.30K,-0.76%
14/08/2020,"44,555.00","45,624.00","45,672.00","44,458.00",584.63K,-2.34%
13/08/2020,"45,624.00","44,215.00","46,255.00","44,215.00",920.67K,3.30%
12/08/2020,"44,166.00","44,117.00","44,458.00","43,729.00",333.05K,0.44%
11/08/2020,"43,972.00","44,215.00","44,360.00","43,923.00",216.39K,-0.33%
10/08/2020,"44,117.00","43,729.00","44,409.00","43,729.00",364.04K,1.11%
07/08/2020,"43,632.00","44,215.00","44,215.00","43,389.00",478.82K,-0.99%
06/08/2020,"44,069.00","44,652.00","44,652.00","43,874.00",446.44K,-1.41%
05/08/2020,"44,700.00","44,020.00","44,895.00","43,243.00",848.70K,1.54%
04/08/2020,"44,020.00","43,146.00","44,700.00","42,854.00",741.90K,4.86%
03/08/2020,"41,980.00","39,259.00","41,980.00","39,259.00",766.12K,6.93%
31/07/2020,"39,259.00","38,384.00","39,939.00","38,093.00",875.29K,-0.49%
30/07/2020,"39,453.00","39,647.00","39,842.00","39,259.00",413.76K,1.25%
29/07/2020,"38,967.00","39,356.00","40,619.00","38,481.00",595.95K,-4.30%
28/07/2020,"40,716.00","39,356.00","41,105.00","39,356.00",731.01K,3.33%
27/07/2020,"39,404.00","39,453.00","41,251.00","39,404.00",1.07M,-7.00%
24/07/2020,"42,368.00","44,506.00","44,700.00","41,591.00",822.34K,-5.01%
23/07/2020,"44,603.00","44,700.00","44,992.00","44,215.00",394.69K,-0.22%
22/07/2020,"44,700.00","45,381.00","45,867.00","44,652.00",641.90K,-1.50%
21/07/2020,"45,381.00","45,867.00","45,867.00","45,284.00",529.30K,-0.85%
20/07/2020,"45,769.00","47,033.00","47,033.00","45,769.00",499.11K,-2.59%
17/07/2020,"46,984.00","46,644.00","47,519.00","46,304.00",641.98K,0.73%
16/07/2020,"46,644.00","46,595.00","46,693.00","46,158.00",361.82K,0.31%
15/07/2020,"46,498.00","46,450.00","46,741.00","46,255.00",611.47K,0.63%
14/07/2020,"46,207.00","46,061.00","46,352.00","45,721.00",352.89K,0.11%
13/07/2020,"46,158.00","46,644.00","46,984.00","46,158.00",435.23K,-0.84%
10/07/2020,"46,547.00","46,158.00","47,276.00","46,061.00",561.64K,0.31%
09/07/2020,"46,401.00","46,061.00","46,547.00","45,867.00",444.71K,1.16%
08/07/2020,"45,867.00","45,769.00","46,110.00","45,526.00",225.55K,0.00%
07/07/2020,"45,867.00","45,867.00","46,547.00","45,769.00",548.92K,0.43%
06/07/2020,"45,672.00","45,186.00","46,158.00","44,992.00",435.55K,1.08%
03/07/2020,"45,186.00","45,284.00","45,672.00","43,729.00",323.34K,-0.85%
02/07/2020,"45,575.00","44,652.00","46,158.00","44,555.00",474.71K,2.07%
01/07/2020,"44,652.00","44,700.00","44,700.00","43,923.00",538.19K,0.99%
30/06/2020,"44,215.00","45,041.00","45,235.00","43,729.00",422.07K,-3.36%
29/06/2020,"45,750.00","46,000.00","47,000.00","45,600.00",810.56K,-3.68%
26/06/2020,"47,500.00","48,000.00","48,300.00","47,500.00",272.16K,-1.04%
25/06/2020,"48,000.00","47,500.00","48,000.00","47,400.00",434.93K,0.00%
24/06/2020,"48,000.00","48,600.00","48,900.00","48,000.00",515.83K,-1.23%
23/06/2020,"48,600.00","49,000.00","49,400.00","48,100.00",526.81K,-0.82%
22/06/2020,"49,000.00","49,500.00","49,800.00","48,500.00",570.41K,-1.01%
19/06/2020,"49,500.00","48,000.00","49,500.00","48,000.00",1.30M,3.13%
18/06/2020,"48,000.00","47,800.00","48,350.00","47,300.00",274.45K,0.00%
17/06/2020,"48,000.00","49,200.00","49,200.00","48,000.00",487.61K,-2.44%
16/06/2020,"49,200.00","48,000.00","49,200.00","47,600.00",641.35K,4.24%
15/06/2020,"47,200.00","48,500.00","49,450.00","46,000.00",1.24M,-2.28%
12/06/2020,"48,300.00","48,800.00","49,000.00","46,500.00",1.76M,-1.83%
11/06/2020,"49,200.00","52,500.00","52,700.00","49,200.00",1.53M,-6.82%
10/06/2020,"52,800.00","52,600.00","53,000.00","51,400.00",1.13M,0.76%
09/06/2020,"52,400.00","51,000.00","53,000.00","50,900.00",2.26M,3.56%
08/06/2020,"50,600.00","50,200.00","51,500.00","50,100.00",1.40M,1.71%
05/06/2020,"49,750.00","49,850.00","49,850.00","49,100.00",669.34K,-0.20%
04/06/2020,"49,850.00","50,000.00","50,700.00","49,750.00",690.49K,-0.10%
03/06/2020,"49,900.00","50,000.00","50,300.00","49,400.00",1.06M,0.00%
02/06/2020,"49,900.00","51,000.00","51,100.00","49,900.00",1.12M,-1.58%
01/06/2020,"50,700.00","50,100.00","51,200.00","50,100.00",710.18K,1.50%
29/05/2020,"49,950.00","50,200.00","50,400.00","49,700.00",865.84K,-0.89%
28/05/2020,"50,400.00","50,500.00","51,100.00","49,800.00",771.84K,-0.20%
27/05/2020,"50,500.00","52,500.00","53,200.00","50,500.00",1.80M,-2.88%
26/05/2020,"52,000.00","49,400.00","52,400.00","49,250.00",2.16M,5.05%
25/05/2020,"49,500.00","49,200.00","49,750.00","49,000.00",618.23K,0.71%
22/05/2020,"49,150.00","49,700.00","50,400.00","49,100.00",891.98K,-1.90%
21/05/2020,"50,100.00","49,900.00","51,000.00","49,500.00",1.35M,1.21%
20/05/2020,"49,500.00","48,550.00","50,000.00","48,300.00",873.62K,1.85%
19/05/2020,"48,600.00","50,100.00","50,100.00","48,500.00",999.63K,-0.41%
18/05/2020,"48,800.00","48,500.00","49,200.00","48,000.00",619.78K,1.14%
15/05/2020,"48,250.00","49,900.00","50,300.00","48,200.00",932.24K,-2.92%
14/05/2020,"49,700.00","49,500.00","51,000.00","49,500.00",963.99K,-1.58%
13/05/2020,"50,500.00","49,700.00","52,500.00","48,550.00",1.09M,1.41%
12/05/2020,"49,800.00","47,900.00","50,000.00","47,500.00",1.47M,3.43%
11/05/2020,"48,150.00","48,450.00","48,800.00","48,000.00",917.75K,0.52%
08/05/2020,"47,900.00","47,000.00","49,400.00","47,000.00",1.65M,2.02%
07/05/2020,"46,950.00","46,500.00","47,500.00","46,000.00",874.17K,0.97%
06/05/2020,"46,500.00","45,200.00","46,500.00","44,500.00",587.55K,3.33%
05/05/2020,"45,000.00","44,000.00","45,000.00","44,000.00",361.06K,2.04%
04/05/2020,"44,100.00","46,000.00","46,450.00","44,100.00",449.70K,-4.55%
29/04/2020,"46,200.00","45,600.00","46,500.00","45,600.00",312.69K,0.22%
28/04/2020,"46,100.00","46,300.00","46,900.00","45,100.00",433.68K,-0.75%
27/04/2020,"46,450.00","48,000.00","48,000.00","46,450.00",287.51K,-1.17%
24/04/2020,"47,000.00","47,500.00","47,500.00","46,400.00",307.96K,-0.63%
23/04/2020,"47,300.00","47,900.00","48,350.00","47,000.00",607.22K,0.64%
22/04/2020,"47,000.00","44,100.00","48,000.00","44,100.00",398.66K,3.07%
21/04/2020,"45,600.00","47,000.00","47,600.00","45,600.00",608.33K,-4.70%
20/04/2020,"47,850.00","48,100.00","48,450.00","47,200.00",893.75K,-1.24%
17/04/2020,"48,450.00","49,000.00","49,000.00","47,500.00",758.58K,0.41%
16/04/2020,"48,250.00","48,500.00","48,600.00","47,200.00",448.56K,-0.72%
15/04/2020,"48,600.00","47,000.00","49,100.00","46,900.00",699.60K,5.19%
14/04/2020,"46,200.00","46,250.00","46,600.00","45,200.00",558.31K,-0.11%
13/04/2020,"46,250.00","47,000.00","47,600.00","45,900.00",688.64K,0.54%
10/04/2020,"46,000.00","47,000.00","48,100.00","45,550.00",750.81K,-2.54%
09/04/2020,"47,200.00","47,800.00","49,600.00","47,000.00",803.85K,-1.26%
08/04/2020,"47,800.00","46,000.00","49,500.00","44,800.00",993.81K,0.00%
07/04/2020,"47,800.00","45,500.00","47,900.00","44,700.00",851.50K,5.64%
06/04/2020,"45,250.00","42,400.00","45,250.00","42,350.00",1.13M,6.97%
03/04/2020,"42,300.00","40,500.00","42,300.00","40,500.00",1.12M,6.95%
01/04/2020,"39,550.00","37,000.00","39,550.00","36,900.00",640.30K,6.89%
31/03/2020,"37,000.00","36,000.00","37,700.00","35,700.00",805.06K,2.78%
30/03/2020,"36,000.00","35,700.00","37,800.00","35,350.00",539.45K,-5.26%
27/03/2020,"38,000.00","40,000.00","40,800.00","38,000.00",891.51K,-3.80%
26/03/2020,"39,500.00","37,800.00","39,500.00","37,500.00",1.36M,6.90%
25/03/2020,"36,950.00","36,450.00","36,950.00","36,200.00",572.36K,6.95%
24/03/2020,"34,550.00","33,000.00","34,550.00","32,500.00",656.59K,6.97%
23/03/2020,"32,300.00","35,000.00","35,000.00","32,300.00",719.14K,-6.92%
20/03/2020,"34,700.00","37,100.00","37,800.00","34,700.00",1.74M,-6.47%
19/03/2020,"37,100.00","38,800.00","38,800.00","36,800.00",410.47K,-4.87%
18/03/2020,"39,000.00","39,700.00","40,200.00","39,000.00",359.81K,0.00%
17/03/2020,"39,000.00","38,000.00","40,000.00","36,500.00",259.67K,1.30%
16/03/2020,"38,500.00","40,500.00","41,000.00","38,500.00",256.33K,-4.82%
13/03/2020,"40,450.00","39,500.00","42,000.00","39,500.00",771.59K,-4.71%
12/03/2020,"42,450.00","42,800.00","45,000.00","42,450.00",333.24K,-6.91%
11/03/2020,"45,600.00","48,700.00","50,600.00","45,300.00",333.32K,-6.37%
10/03/2020,"48,700.00","48,300.00","52,000.00","47,750.00",379.82K,-5.07%
09/03/2020,"51,300.00","51,500.00","52,000.00","51,300.00",223.93K,-6.90%
06/03/2020,"55,100.00","55,000.00","55,500.00","54,600.00",140.15K,-0.18%
05/03/2020,"55,200.00","56,200.00","56,200.00","55,100.00",180.90K,-0.90%
04/03/2020,"55,700.00","55,700.00","55,700.00","55,000.00",98.15K,0.00%
03/03/2020,"55,700.00","55,500.00","55,800.00","54,900.00",134.26K,1.83%
02/03/2020,"54,700.00","54,900.00","55,500.00","54,700.00",150.22K,-0.36%
28/02/2020,"54,900.00","55,000.00","55,500.00","54,500.00",225.31K,-2.66%
27/02/2020,"56,400.00","55,600.00","56,400.00","54,600.00",240.77K,1.62%
26/02/2020,"55,500.00","55,700.00","56,600.00","55,500.00",258.55K,-2.46%
25/02/2020,"56,900.00","55,500.00","56,900.00","55,500.00",98.01K,1.61%
24/02/2020,"56,000.00","54,500.00","57,500.00","54,500.00",211.81K,-4.27%
21/02/2020,"58,500.00","57,500.00","59,800.00","57,500.00",369.29K,1.74%
20/02/2020,"57,500.00","56,400.00","58,000.00","56,400.00",281.14K,1.95%
19/02/2020,"56,400.00","56,100.00","57,000.00","55,500.00",159.97K,0.53%
18/02/2020,"56,100.00","57,300.00","57,300.00","56,000.00",313.67K,-0.53%
17/02/2020,"56,400.00","57,000.00","57,500.00","56,400.00",178.00K,-1.05%
14/02/2020,"57,000.00","57,500.00","57,700.00","57,000.00",215.32K,-0.87%
13/02/2020,"57,500.00","58,300.00","58,300.00","57,300.00",145.61K,0.00%
12/02/2020,"57,500.00","59,300.00","59,300.00","57,400.00",192.33K,-0.52%
11/02/2020,"57,800.00","57,500.00","58,000.00","57,300.00",210.08K,0.52%
10/02/2020,"57,500.00","59,700.00","59,700.00","57,200.00",208.41K,-3.85%
07/02/2020,"59,800.00","59,600.00","59,800.00","58,600.00",158.98K,2.40%
06/02/2020,"58,400.00","58,000.00","58,400.00","57,100.00",176.57K,2.82%
05/02/2020,"56,800.00","55,900.00","57,100.00","55,800.00",298.76K,1.97%
04/02/2020,"55,700.00","55,100.00","57,000.00","55,100.00",312.88K,0.18%
03/02/2020,"55,600.00","55,000.00","58,200.00","54,700.00",270.73K,-5.44%
31/01/2020,"58,800.00","63,100.00","64,600.00","58,800.00",176.57K,-6.81%
30/01/2020,"63,100.00","65,900.00","66,000.00","62,500.00",335.43K,-5.82%
22/01/2020,"67,000.00","65,300.00","67,000.00","65,200.00",156.25K,1.67%
21/01/2020,"65,900.00","65,800.00","65,900.00","65,200.00",119.02K,0.76%
20/01/2020,"65,400.00","65,900.00","66,200.00","65,100.00",107.68K,-0.76%
17/01/2020,"65,900.00","66,100.00","66,100.00","65,700.00",131.93K,-0.15%
16/01/2020,"66,000.00","65,800.00","66,300.00","65,800.00",157.10K,0.15%
15/01/2020,"65,900.00","66,400.00","66,400.00","65,300.00",92.44K,-0.15%
14/01/2020,"66,000.00","66,500.00","67,000.00","65,000.00",171.64K,-1.05%
13/01/2020,"66,700.00","66,900.00","67,000.00","66,500.00",63.23K,-0.45%
10/01/2020,"67,000.00","66,000.00","67,300.00","65,000.00",136.26K,2.92%
09/01/2020,"65,100.00","67,200.00","67,200.00","65,100.00",157.25K,-1.36%
08/01/2020,"66,000.00","66,900.00","66,900.00","65,700.00",163.23K,-2.22%
07/01/2020,"67,500.00","67,900.00","68,000.00","67,400.00",67.16K,-0.15%
06/01/2020,"67,600.00","68,300.00","68,500.00","67,600.00",129.16K,-1.46%
03/01/2020,"68,600.00","69,400.00","69,400.00","68,500.00",59.29K,-0.58%
02/01/2020,"69,000.00","68,600.00","69,500.00","68,600.00",87.01K,0.58%
31/12/2019,"68,600.00","69,100.00","70,500.00","68,600.00",85.29K,-1.15%
30/12/2019,"69,400.00","69,000.00","69,500.00","68,500.00",137.33K,0.87%
27/12/2019,"68,800.00","67,900.00","69,900.00","67,900.00",126.51K,1.18%
26/12/2019,"68,000.00","68,600.00","68,700.00","67,500.00",182.14K,-1.02%
25/12/2019,"68,700.00","69,600.00","70,200.00","68,700.00",165.22K,-1.29%
24/12/2019,"69,600.00","72,000.00","72,500.00","69,400.00",185.89K,-3.33%
23/12/2019,"72,000.00","72,500.00","73,300.00","72,000.00",325.14K,-0.69%
20/12/2019,"72,500.00","71,500.00","73,600.00","71,500.00",957.62K,1.40%
19/12/2019,"71,500.00","74,100.00","74,400.00","71,500.00",193.31K,-2.05%
18/12/2019,"73,000.00","72,200.00","74,600.00","71,600.00",292.77K,1.11%
17/12/2019,"72,200.00","73,500.00","74,400.00","72,200.00",378.65K,-0.69%
16/12/2019,"72,700.00","68,600.00","72,700.00","68,000.00",434.04K,6.91%
13/12/2019,"68,000.00","68,000.00","68,300.00","67,000.00",137.54K,0.00%
12/12/2019,"68,000.00","67,700.00","68,400.00","67,600.00",169.36K,0.00%
11/12/2019,"68,000.00","68,100.00","68,500.00","67,500.00",91.41K,0.44%
10/12/2019,"67,700.00","66,000.00","68,900.00","66,000.00",267.86K,3.04%
09/12/2019,"65,700.00","66,000.00","66,000.00","65,400.00",120.84K,-0.15%
06/12/2019,"65,800.00","66,200.00","66,200.00","65,000.00",108.19K,-0.60%
05/12/2019,"66,200.00","66,800.00","67,700.00","66,000.00",105.16K,-0.90%
04/12/2019,"66,800.00","66,700.00","67,100.00","65,100.00",130.45K,0.15%
03/12/2019,"66,700.00","68,100.00","68,800.00","66,500.00",199.42K,-2.63%
02/12/2019,"68,500.00","70,900.00","70,900.00","68,500.00",88.87K,-2.56%
29/11/2019,"70,300.00","70,100.00","70,400.00","69,800.00",67.07K,0.29%
28/11/2019,"70,100.00","70,800.00","71,500.00","69,900.00",114.25K,-1.27%
27/11/2019,"71,000.00","71,400.00","71,900.00","71,000.00",108.94K,-0.56%
26/11/2019,"71,400.00","71,900.00","72,400.00","71,400.00",121.72K,-0.97%
25/11/2019,"72,100.00","71,000.00","72,200.00","70,900.00",112.07K,1.69%
22/11/2019,"70,900.00","71,000.00","71,700.00","70,400.00",135.12K,0.57%
21/11/2019,"70,500.00","71,600.00","72,000.00","70,500.00",195.65K,-2.22%
20/11/2019,"72,100.00","72,200.00","72,300.00","71,900.00",118.68K,-0.55%
19/11/2019,"72,500.00","73,000.00","73,000.00","72,400.00",179.93K,-0.68%
18/11/2019,"73,000.00","73,000.00","73,500.00","72,900.00",110.59K,-0.27%
15/11/2019,"73,200.00","73,000.00","73,900.00","72,700.00",118.99K,0.97%
14/11/2019,"72,500.00","71,612.00","72,599.00","71,612.00",105.87K,0.68%
13/11/2019,"72,007.00","72,993.00","72,993.00","71,612.00",194.32K,-1.08%
12/11/2019,"72,796.00","72,599.00","72,993.00","72,007.00",136.55K,0.27%
11/11/2019,"72,599.00","72,599.00","73,289.00","72,204.00",135.68K,0.00%
08/11/2019,"72,599.00","73,388.00","73,486.00","72,500.00",164.59K,-0.67%
07/11/2019,"73,092.00","74,078.00","74,078.00","72,993.00",192.31K,-1.33%
06/11/2019,"74,078.00","74,374.00","74,374.00","73,684.00",201.36K,-0.13%
05/11/2019,"74,177.00","72,993.00","74,473.00","72,796.00",365.14K,1.62%
04/11/2019,"72,993.00","73,585.00","73,684.00","72,599.00",232.94K,-1.36%
01/11/2019,"74,000.00","72,100.00","74,100.00","72,100.00",410.88K,2.64%
31/10/2019,"72,100.00","71,500.00","72,900.00","71,400.00",318.85K,1.84%
30/10/2019,"70,800.00","70,900.00","71,700.00","70,700.00",146.51K,-0.14%
29/10/2019,"70,900.00","70,800.00","71,200.00","70,800.00",99.31K,-0.14%
28/10/2019,"71,000.00","71,400.00","71,400.00","70,600.00",216.54K,-0.70%
25/10/2019,"71,500.00","70,700.00","71,600.00","70,700.00",73.56K,1.13%
24/10/2019,"70,700.00","71,000.00","71,000.00","70,500.00",84.56K,-0.14%
23/10/2019,"70,800.00","70,400.00","71,400.00","70,400.00",76.08K,0.43%
22/10/2019,"70,500.00","70,400.00","70,800.00","70,200.00",124.85K,-0.42%
21/10/2019,"70,800.00","71,600.00","71,600.00","70,500.00",101.28K,-0.84%
18/10/2019,"71,400.00","71,300.00","71,600.00","71,300.00",61.89K,0.14%
17/10/2019,"71,300.00","71,600.00","71,800.00","71,300.00",135.06K,-0.70%
16/10/2019,"71,800.00","71,900.00","72,000.00","71,500.00",104.68K,0.28%
15/10/2019,"71,600.00","72,000.00","72,200.00","71,500.00",106.48K,-0.56%
14/10/2019,"72,000.00","72,300.00","72,300.00","72,000.00",101.31K,-0.14%
11/10/2019,"72,100.00","71,500.00","73,000.00","71,500.00",69.83K,0.84%
10/10/2019,"71,500.00","71,000.00","71,800.00","71,000.00",119.93K,0.42%
09/10/2019,"71,200.00","71,900.00","71,900.00","70,800.00",108.94K,-0.97%
08/10/2019,"71,900.00","71,000.00","72,000.00","71,000.00",133.11K,1.70%
07/10/2019,"70,700.00","72,500.00","73,000.00","70,700.00",377.38K,-2.88%
04/10/2019,"72,800.00","74,800.00","74,800.00","72,800.00",236.40K,-2.28%
03/10/2019,"74,500.00","73,200.00","74,500.00","73,100.00",145.59K,-0.40%
02/10/2019,"74,800.00","75,500.00","76,000.00","74,700.00",140.25K,-1.19%
01/10/2019,"75,700.00","74,800.00","76,400.00","74,800.00",223.61K,1.20%
30/09/2019,"74,800.00","73,500.00","75,900.00","73,500.00",538.97K,2.05%
27/09/2019,"73,300.00","72,500.00","73,700.00","72,100.00",312.16K,1.38%
26/09/2019,"72,300.00","72,300.00","72,800.00","71,800.00",216.60K,0.28%
25/09/2019,"72,100.00","73,000.00","73,000.00","72,100.00",285.90K,-1.50%
24/09/2019,"73,200.00","73,100.00","73,600.00","72,700.00",82.69K,0.14%
23/09/2019,"73,100.00","72,700.00","73,500.00","72,700.00",106.26K,1.53%
20/09/2019,"72,000.00","73,300.00","73,500.00","72,000.00",1.44M,-2.31%
19/09/2019,"73,700.00","73,800.00","74,000.00","73,200.00",115.76K,0.00%
18/09/2019,"73,700.00","73,300.00","73,900.00","73,300.00",79.09K,0.55%
17/09/2019,"73,300.00","73,800.00","73,900.00","73,300.00",99.63K,-0.68%
16/09/2019,"73,800.00","74,500.00","74,500.00","73,500.00",82.10K,-0.67%
13/09/2019,"74,300.00","74,600.00","74,600.00","73,300.00",95.61K,0.54%
12/09/2019,"73,900.00","72,200.00","74,500.00","72,200.00",86.80K,2.35%
11/09/2019,"72,200.00","72,000.00","72,900.00","71,900.00",142.17K,-0.14%
10/09/2019,"72,300.00","75,000.00","75,000.00","72,100.00",226.18K,-3.60%
09/09/2019,"75,000.00","75,000.00","75,500.00","74,700.00",54.72K,-0.66%
06/09/2019,"75,500.00","76,000.00","76,500.00","75,500.00",41.09K,-0.66%
05/09/2019,"76,000.00","75,900.00","76,300.00","75,700.00",49.38K,0.00%
04/09/2019,"76,000.00","75,300.00","76,500.00","75,000.00",127.71K,0.66%
