Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
08/08/2016,"57,500.00","57,500.00","58,500.00","57,000.00",136.67K,-0.86%
05/08/2016,"58,000.00","57,000.00","58,500.00","57,000.00",158.88K,0.87%
04/08/2016,"57,500.00","57,000.00","59,000.00","56,500.00",339.08K,0.88%
03/08/2016,"57,000.00","58,000.00","58,500.00","57,000.00",240.57K,-2.56%
02/08/2016,"58,500.00","59,000.00","59,500.00","58,000.00",326.13K,0.00%
01/08/2016,"58,500.00","59,500.00","59,500.00","58,500.00",133.06K,-0.85%
29/07/2016,"59,000.00","59,500.00","60,500.00","59,000.00",148.75K,-0.84%
28/07/2016,"59,500.00","60,000.00","60,000.00","58,500.00",296.00K,-0.83%
27/07/2016,"60,000.00","58,500.00","60,000.00","58,000.00",188.99K,1.69%
26/07/2016,"59,000.00","58,000.00","59,500.00","57,500.00",299.77K,0.00%
25/07/2016,"59,000.00","60,000.00","60,000.00","58,500.00",122.91K,-1.67%
22/07/2016,"60,000.00","60,000.00","60,000.00","57,000.00",545.10K,-0.83%
21/07/2016,"60,500.00","61,500.00","62,500.00","60,500.00",318.58K,-1.63%
20/07/2016,"61,500.00","64,000.00","64,500.00","61,500.00",342.03K,-3.91%
19/07/2016,"64,000.00","64,500.00","66,500.00","62,000.00",714.45K,0.00%
18/07/2016,"64,000.00","62,500.00","64,500.00","62,500.00",203.71K,2.40%
15/07/2016,"62,500.00","62,500.00","64,000.00","62,500.00",229.04K,0.00%
14/07/2016,"62,500.00","62,000.00","66,000.00","62,000.00",1.06M,0.81%
13/07/2016,"62,000.00","61,500.00","63,000.00","61,000.00",669.28K,1.64%
12/07/2016,"61,000.00","60,000.00","61,000.00","59,000.00",150.35K,2.52%
11/07/2016,"59,500.00","61,500.00","62,000.00","59,500.00",241.85K,-2.46%
08/07/2016,"61,000.00","63,000.00","63,000.00","61,000.00",235.92K,-3.17%
07/07/2016,"63,000.00","62,500.00","63,000.00","61,500.00",273.96K,0.80%
06/07/2016,"62,500.00","61,500.00","63,000.00","61,500.00",197.04K,0.00%
05/07/2016,"62,500.00","61,000.00","63,500.00","61,000.00",576.18K,3.31%
04/07/2016,"60,500.00","60,500.00","61,000.00","60,000.00",254.20K,0.83%
01/07/2016,"60,000.00","59,000.00","60,500.00","59,000.00",159.28K,1.69%
30/06/2016,"59,000.00","59,500.00","60,000.00","59,000.00",219.07K,-0.84%
29/06/2016,"59,500.00","58,500.00","59,500.00","58,500.00",213.39K,1.71%
28/06/2016,"58,500.00","58,500.00","59,000.00","57,500.00",90.61K,-1.68%
27/06/2016,"59,500.00","56,500.00","59,500.00","56,500.00",130.37K,1.71%
24/06/2016,"58,500.00","60,500.00","60,500.00","56,500.00",853.71K,-3.31%
23/06/2016,"60,500.00","59,500.00","60,500.00","59,500.00",158.34K,0.83%
22/06/2016,"60,000.00","60,500.00","61,000.00","60,000.00",211.90K,-0.83%
21/06/2016,"60,500.00","60,000.00","61,500.00","60,000.00",150.61K,0.83%
20/06/2016,"60,000.00","59,500.00","60,500.00","59,500.00",189.73K,1.69%
17/06/2016,"59,000.00","62,000.00","62,000.00","59,000.00",683.10K,-4.84%
16/06/2016,"62,000.00","62,500.00","63,500.00","62,000.00",146.94K,-0.80%
15/06/2016,"62,500.00","62,500.00","62,500.00","61,500.00",166.95K,0.00%
14/06/2016,"62,500.00","61,500.00","63,000.00","61,500.00",220.97K,0.00%
13/06/2016,"62,500.00","64,000.00","64,000.00","61,500.00",311.49K,-3.10%
10/06/2016,"64,500.00","63,000.00","64,500.00","62,500.00",566.08K,2.38%
09/06/2016,"63,000.00","63,000.00","63,500.00","62,000.00",66.23K,0.00%
08/06/2016,"63,000.00","61,000.00","64,500.00","60,500.00",808.12K,3.28%
07/06/2016,"61,000.00","61,000.00","62,000.00","60,500.00",243.09K,0.00%
06/06/2016,"61,000.00","60,000.00","61,000.00","59,500.00",276.02K,2.52%
03/06/2016,"59,500.00","60,000.00","60,500.00","59,500.00",207.24K,-0.83%
02/06/2016,"60,000.00","60,000.00","60,500.00","59,500.00",178.51K,0.00%
01/06/2016,"60,000.00","59,500.00","61,000.00","59,500.00",188.80K,0.00%
31/05/2016,"60,000.00","59,000.00","60,500.00","58,500.00",152.12K,2.56%
30/05/2016,"58,500.00","58,000.00","59,000.00","58,000.00",182.95K,0.86%
27/05/2016,"58,000.00","58,000.00","59,000.00","57,500.00",168.99K,0.00%
26/05/2016,"58,000.00","59,500.00","60,000.00","58,000.00",318.53K,-2.52%
25/05/2016,"59,500.00","60,000.00","60,500.00","59,500.00",248.82K,-0.83%
24/05/2016,"60,000.00","59,500.00","60,500.00","58,500.00",241.52K,0.84%
23/05/2016,"59,500.00","60,000.00","60,500.00","59,500.00",209.33K,0.00%
20/05/2016,"59,500.00","61,000.00","61,000.00","59,500.00",361.11K,-3.25%
19/05/2016,"61,500.00","61,000.00","62,000.00","60,500.00",225.42K,0.00%
18/05/2016,"61,500.00","63,500.00","63,500.00","61,500.00",308.14K,-2.38%
17/05/2016,"63,000.00","59,000.00","63,000.00","59,000.00",900.81K,6.78%
16/05/2016,"59,000.00","58,000.00","59,000.00","57,500.00",213.81K,0.85%
13/05/2016,"58,500.00","59,000.00","60,000.00","58,000.00",290.87K,-2.50%
12/05/2016,"60,000.00","60,000.00","61,000.00","59,500.00",178.84K,0.00%
11/05/2016,"60,000.00","59,000.00","60,500.00","58,500.00",330.51K,3.45%
10/05/2016,"58,000.00","56,500.00","58,500.00","56,500.00",497.73K,1.75%
09/05/2016,"57,000.00","60,000.00","60,500.00","57,000.00",208.60K,-4.20%
06/05/2016,"59,500.00","59,500.00","60,000.00","59,000.00",256.85K,0.00%
05/05/2016,"59,500.00","61,000.00","62,000.00","59,500.00",190.13K,-3.25%
04/05/2016,"61,500.00","60,000.00","61,500.00","59,000.00",249.26K,0.82%
29/04/2016,"61,000.00","56,500.00","62,000.00","56,000.00",1.03M,5.17%
28/04/2016,"58,000.00","58,000.00","58,500.00","56,000.00",307.39K,0.00%
27/04/2016,"58,000.00","59,500.00","59,500.00","57,000.00",212.53K,-2.52%
26/04/2016,"59,500.00","55,000.00","59,500.00","55,000.00",600.73K,6.25%
25/04/2016,"56,000.00","56,500.00","57,000.00","55,500.00",551.99K,0.90%
22/04/2016,"55,500.00","52,500.00","56,000.00","52,500.00",972.56K,4.72%
21/04/2016,"53,000.00","51,000.00","54,500.00","51,000.00",512.95K,2.91%
20/04/2016,"51,500.00","51,000.00","51,500.00","50,500.00",303.90K,0.98%
19/04/2016,"51,000.00","52,500.00","52,500.00","51,000.00",253.91K,-2.86%
15/04/2016,"52,500.00","52,000.00","53,500.00","52,000.00",336.62K,0.00%
14/04/2016,"52,500.00","52,000.00","53,000.00","52,000.00",187.25K,0.00%
13/04/2016,"52,500.00","53,500.00","54,000.00","52,000.00",206.72K,-0.94%
12/04/2016,"53,000.00","53,500.00","53,500.00","52,500.00",287.10K,0.00%
11/04/2016,"53,000.00","51,000.00","54,000.00","51,000.00",696.24K,4.95%
08/04/2016,"50,500.00","50,500.00","51,500.00","50,500.00",220.79K,-1.94%
07/04/2016,"51,500.00","51,500.00","52,000.00","50,500.00",295.87K,0.98%
06/04/2016,"51,000.00","50,500.00","51,500.00","50,000.00",239.38K,0.99%
05/04/2016,"50,500.00","49,700.00","50,500.00","49,400.00",154.90K,2.43%
04/04/2016,"49,300.00","49,200.00","50,000.00","49,200.00",268.77K,0.20%
01/04/2016,"49,200.00","50,000.00","50,500.00","49,000.00",451.34K,-1.60%
31/03/2016,"50,000.00","51,500.00","52,000.00","50,000.00",411.35K,-2.91%
30/03/2016,"51,500.00","51,500.00","52,500.00","51,500.00",482.80K,-0.96%
29/03/2016,"52,000.00","53,000.00","53,500.00","52,000.00",434.18K,-1.89%
28/03/2016,"53,000.00","52,500.00","53,500.00","52,500.00",352.46K,0.95%
25/03/2016,"52,500.00","52,500.00","53,000.00","51,500.00",364.71K,0.00%
24/03/2016,"52,500.00","53,500.00","54,000.00","52,500.00",527.98K,-1.87%
23/03/2016,"53,500.00","53,000.00","53,500.00","52,000.00",573.57K,0.00%
22/03/2016,"53,500.00","53,000.00","53,500.00","52,000.00",364.97K,0.94%
21/03/2016,"53,000.00","53,500.00","54,500.00","53,000.00",438.28K,-0.93%
18/03/2016,"53,500.00","54,000.00","54,500.00","53,000.00",1.09M,-0.93%
17/03/2016,"54,000.00","54,500.00","55,500.00","54,000.00",555.23K,0.93%
16/03/2016,"53,500.00","53,000.00","54,500.00","52,500.00",554.59K,0.94%
15/03/2016,"53,000.00","53,000.00","54,000.00","52,000.00",926.82K,0.00%
14/03/2016,"53,000.00","54,000.00","54,000.00","53,000.00",595.36K,-0.93%
11/03/2016,"53,500.00","53,500.00","55,000.00","53,000.00",435.99K,0.00%
10/03/2016,"53,500.00","53,000.00","54,000.00","52,500.00",544.55K,0.94%
09/03/2016,"53,000.00","54,000.00","54,500.00","52,000.00",795.40K,-2.75%
08/03/2016,"54,500.00","55,000.00","55,000.00","54,000.00",569.32K,-0.91%
07/03/2016,"55,000.00","55,500.00","57,000.00","55,000.00",704.53K,0.00%
04/03/2016,"55,000.00","55,000.00","56,500.00","54,500.00",503.82K,0.00%
03/03/2016,"55,000.00","56,500.00","57,500.00","55,000.00",548.37K,-0.90%
02/03/2016,"55,500.00","52,500.00","55,500.00","52,000.00",1.30M,6.73%
01/03/2016,"52,000.00","51,500.00","53,000.00","51,500.00",347.61K,0.00%
29/02/2016,"52,000.00","52,500.00","52,500.00","51,500.00",258.71K,0.00%
26/02/2016,"52,000.00","52,000.00","53,000.00","51,000.00",342.56K,0.97%
25/02/2016,"51,500.00","53,500.00","54,000.00","51,500.00",449.01K,-2.83%
24/02/2016,"53,000.00","51,500.00","53,000.00","51,000.00",619.36K,1.92%
23/02/2016,"52,000.00","52,000.00","53,500.00","51,500.00",505.41K,0.97%
22/02/2016,"51,500.00","51,000.00","52,000.00","49,900.00",674.87K,3.00%
19/02/2016,"50,000.00","49,700.00","51,500.00","49,700.00",1.18M,0.60%
18/02/2016,"49,700.00","49,900.00","50,000.00","49,600.00",197.54K,0.40%
17/02/2016,"49,500.00","49,900.00","51,000.00","49,500.00",400.44K,-0.20%
16/02/2016,"49,600.00","50,000.00","50,000.00","49,300.00",212.39K,0.20%
15/02/2016,"49,500.00","49,500.00","49,700.00","49,200.00",159.78K,-0.80%
05/02/2016,"49,900.00","49,700.00","50,000.00","49,700.00",90.51K,0.40%
04/02/2016,"49,700.00","50,000.00","51,000.00","49,700.00",181.15K,0.81%
03/02/2016,"49,300.00","49,500.00","49,800.00","49,200.00",177.62K,-1.00%
02/02/2016,"49,800.00","49,700.00","51,000.00","49,700.00",240.57K,-0.40%
01/02/2016,"50,000.00","51,000.00","52,000.00","50,000.00",555.48K,-1.96%
29/01/2016,"51,000.00","49,500.00","51,000.00","49,000.00",453.88K,2.82%
28/01/2016,"49,600.00","50,000.00","50,000.00","49,400.00",302.35K,-0.80%
27/01/2016,"50,000.00","49,500.00","50,000.00","49,300.00",360.25K,2.04%
26/01/2016,"49,000.00","49,000.00","49,900.00","48,500.00",550.26K,-2.00%
25/01/2016,"50,000.00","47,500.00","50,000.00","47,500.00",608.84K,6.61%
22/01/2016,"46,900.00","47,100.00","47,500.00","46,000.00",409.98K,1.08%
21/01/2016,"46,400.00","47,100.00","47,700.00","46,100.00",356.99K,-1.49%
20/01/2016,"47,100.00","47,500.00","48,700.00","47,000.00",402.39K,-1.67%
19/01/2016,"47,900.00","45,800.00","47,900.00","45,800.00",587.97K,5.04%
18/01/2016,"45,600.00","46,900.00","46,900.00","44,400.00",558.43K,-3.59%
15/01/2016,"47,300.00","49,000.00","49,400.00","47,000.00",615.81K,-3.47%
14/01/2016,"49,000.00","50,000.00","50,000.00","48,300.00",794.68K,-3.92%
13/01/2016,"51,000.00","52,000.00","52,000.00","51,000.00",161.71K,-0.97%
12/01/2016,"51,500.00","51,000.00","51,500.00","50,500.00",409.83K,1.98%
11/01/2016,"50,500.00","51,000.00","52,000.00","50,500.00",449.45K,-2.88%
08/01/2016,"52,000.00","51,000.00","52,500.00","50,500.00",475.24K,0.00%
07/01/2016,"52,000.00","53,000.00","53,500.00","51,500.00",660.45K,-2.80%
06/01/2016,"53,500.00","52,500.00","54,000.00","52,500.00",382.26K,2.88%
05/01/2016,"52,000.00","52,500.00","54,000.00","52,000.00",580.20K,-1.89%
04/01/2016,"53,000.00","53,000.00","54,000.00","52,000.00",316.60K,0.00%
31/12/2015,"53,000.00","53,500.00","54,500.00","53,000.00",265.72K,-1.85%
30/12/2015,"54,000.00","55,000.00","56,000.00","53,500.00",615.41K,0.00%
29/12/2015,"54,000.00","51,500.00","54,500.00","51,500.00",690.02K,3.85%
28/12/2015,"52,000.00","53,000.00","53,500.00","52,000.00",426.42K,-0.95%
25/12/2015,"52,500.00","51,500.00","54,000.00","51,500.00",685.43K,1.94%
24/12/2015,"51,500.00","51,500.00","52,000.00","51,000.00",325.93K,0.98%
23/12/2015,"51,000.00","50,500.00","51,500.00","50,500.00",654.65K,0.00%
22/12/2015,"51,000.00","52,000.00","52,000.00","50,500.00",342.86K,-0.97%
21/12/2015,"51,500.00","52,000.00","52,500.00","51,000.00",496.19K,3.00%
18/12/2015,"50,000.00","53,000.00","55,500.00","50,000.00",2.50M,-5.66%
17/12/2015,"53,000.00","50,500.00","53,000.00","50,500.00",954.21K,6.43%
16/12/2015,"49,800.00","50,000.00","51,000.00","49,800.00",999.17K,0.00%
15/12/2015,"49,800.00","49,500.00","51,000.00","49,400.00",293.90K,0.81%
14/12/2015,"49,400.00","51,000.00","52,000.00","49,400.00",305.65K,-3.14%
11/12/2015,"51,000.00","50,500.00","53,500.00","49,500.00",217.59K,0.99%
10/12/2015,"50,500.00","52,500.00","53,000.00","50,500.00",161.97K,-2.88%
09/12/2015,"52,000.00","52,500.00","54,500.00","52,000.00",598.30K,1.96%
08/12/2015,"51,000.00","48,000.00","51,000.00","47,100.00",285.04K,6.25%
07/12/2015,"48,000.00","49,500.00","49,500.00","48,000.00",229.24K,-3.03%
04/12/2015,"49,500.00","50,000.00","50,000.00","49,000.00",181.60K,-1.00%
03/12/2015,"50,000.00","50,500.00","51,500.00","50,000.00",201.52K,-0.99%
02/12/2015,"50,500.00","53,500.00","53,500.00","50,000.00",370.08K,-2.88%
01/12/2015,"52,000.00","54,500.00","55,500.00","52,000.00",356.11K,-3.70%
30/11/2015,"54,000.00","55,000.00","56,500.00","54,000.00",255.20K,-1.82%
27/11/2015,"55,000.00","57,500.00","58,000.00","55,000.00",215.39K,-4.35%
26/11/2015,"57,500.00","57,000.00","58,500.00","56,500.00",138.15K,0.88%
25/11/2015,"57,000.00","57,000.00","58,000.00","56,000.00",192.78K,0.00%
24/11/2015,"57,000.00","57,500.00","58,000.00","56,000.00",217.94K,-1.72%
23/11/2015,"58,000.00","59,000.00","59,500.00","58,000.00",141.47K,-1.69%
20/11/2015,"59,000.00","58,500.00","59,000.00","58,000.00",121.19K,2.61%
19/11/2015,"57,500.00","56,000.00","59,000.00","56,000.00",117.41K,0.88%
18/11/2015,"57,000.00","57,500.00","57,500.00","56,500.00",164.37K,0.00%
17/11/2015,"57,000.00","58,500.00","58,500.00","57,000.00",199.30K,-1.72%
16/11/2015,"58,000.00","58,500.00","59,500.00","57,500.00",163.18K,-1.69%
13/11/2015,"59,000.00","58,000.00","60,000.00","58,000.00",143.90K,0.85%
12/11/2015,"58,500.00","57,500.00","59,500.00","57,000.00",255.64K,1.74%
11/11/2015,"57,500.00","58,000.00","59,500.00","57,500.00",233.99K,-0.86%
10/11/2015,"58,000.00","60,000.00","61,500.00","58,000.00",218.53K,-3.33%
09/11/2015,"60,000.00","62,000.00","62,500.00","60,000.00",296.27K,-3.23%
06/11/2015,"62,000.00","65,000.00","65,000.00","61,500.00",151.16K,-4.62%
05/11/2015,"65,000.00","61,500.00","65,500.00","61,000.00",293.14K,3.17%
04/11/2015,"63,000.00","64,500.00","64,500.00","62,000.00",207.83K,0.00%
03/11/2015,"63,000.00","59,000.00","63,000.00","58,500.00",378.70K,6.78%
02/11/2015,"59,000.00","61,500.00","62,000.00","59,000.00",155.96K,-3.28%
30/10/2015,"61,000.00","60,000.00","62,000.00","59,000.00",468.24K,1.67%
29/10/2015,"60,000.00","58,500.00","60,000.00","57,500.00",196.08K,4.35%
28/10/2015,"57,500.00","59,000.00","59,500.00","57,500.00",225.54K,-2.54%
27/10/2015,"59,000.00","59,000.00","60,000.00","58,000.00",275.49K,-1.67%
26/10/2015,"60,000.00","61,000.00","62,000.00","59,500.00",506.04K,0.84%
23/10/2015,"59,500.00","59,000.00","61,000.00","58,500.00",501.14K,3.48%
22/10/2015,"57,500.00","57,000.00","58,000.00","56,000.00",323.98K,0.88%
21/10/2015,"57,000.00","57,000.00","58,000.00","56,500.00",276.23K,1.79%
20/10/2015,"56,000.00","54,000.00","57,000.00","53,000.00",760.36K,2.75%
19/10/2015,"54,500.00","57,000.00","58,000.00","54,500.00",500.06K,-4.39%
16/10/2015,"57,000.00","61,000.00","63,500.00","57,000.00",402.38K,-5.00%
15/10/2015,"60,000.00","57,500.00","61,000.00","57,500.00",490.49K,4.35%
14/10/2015,"57,500.00","58,000.00","59,000.00","56,000.00",736.76K,-4.17%
13/10/2015,"60,000.00","58,000.00","60,000.00","58,000.00",525.53K,0.00%
12/10/2015,"60,000.00","57,000.00","60,000.00","55,500.00",1.18M,6.19%
09/10/2015,"56,500.00","55,500.00","57,000.00","54,500.00",638.27K,4.63%
08/10/2015,"54,000.00","52,500.00","54,500.00","52,000.00",941.38K,5.88%
07/10/2015,"51,000.00","51,500.00","54,000.00","51,000.00",1.06M,0.00%
06/10/2015,"51,000.00","49,300.00","51,000.00","49,100.00",465.97K,6.25%
05/10/2015,"48,000.00","46,300.00","48,000.00","46,300.00",370.37K,4.35%
02/10/2015,"46,000.00","46,100.00","46,500.00","45,900.00",270.26K,-0.65%
01/10/2015,"46,300.00","47,000.00","47,000.00","46,000.00",148.50K,-0.43%
30/09/2015,"46,500.00","46,900.00","47,400.00","46,500.00",151.44K,0.00%
29/09/2015,"46,500.00","46,200.00","46,500.00","45,600.00",241.01K,0.00%
28/09/2015,"46,500.00","47,700.00","47,700.00","46,500.00",293.49K,-1.06%
25/09/2015,"47,000.00","48,100.00","48,300.00","47,000.00",418.88K,-2.08%
24/09/2015,"48,000.00","49,400.00","49,400.00","48,000.00",320.43K,-2.04%
23/09/2015,"49,000.00","47,500.00","49,100.00","47,000.00",628.78K,1.87%
22/09/2015,"48,100.00","48,000.00","48,900.00","47,800.00",404.69K,1.48%
21/09/2015,"47,400.00","46,000.00","47,500.00","45,800.00",555.89K,4.64%
18/09/2015,"45,300.00","45,000.00","46,800.00","45,000.00",1.52M,1.80%
17/09/2015,"44,500.00","44,900.00","45,300.00","44,500.00",179.98K,-0.67%
16/09/2015,"44,800.00","44,500.00","45,100.00","44,200.00",641.97K,1.13%
15/09/2015,"44,300.00","44,100.00","44,600.00","43,900.00",391.32K,0.45%
14/09/2015,"44,100.00","46,000.00","46,400.00","44,100.00",347.81K,-5.36%
11/09/2015,"46,600.00","47,000.00","47,700.00","46,500.00",316.26K,-0.43%
10/09/2015,"46,800.00","45,900.00","48,000.00","45,900.00",354.08K,0.65%
09/09/2015,"46,500.00","47,000.00","47,100.00","46,200.00",351.19K,1.75%
08/09/2015,"45,700.00","44,100.00","46,000.00","44,000.00",322.44K,2.47%
07/09/2015,"44,600.00","44,500.00","45,400.00","44,500.00",115.34K,0.00%
04/09/2015,"44,600.00","43,800.00","44,800.00","43,800.00",212.62K,1.83%
03/09/2015,"43,800.00","45,800.00","45,800.00","43,800.00",442.86K,-4.37%
01/09/2015,"45,800.00","46,500.00","47,200.00","45,500.00",288.66K,-1.51%
31/08/2015,"46,500.00","48,000.00","48,000.00","46,500.00",442.43K,-3.13%
28/08/2015,"48,000.00","45,000.00","48,000.00","44,900.00",584.80K,6.67%
27/08/2015,"45,000.00","45,000.00","47,000.00","44,500.00",480.22K,2.04%
26/08/2015,"44,100.00","44,600.00","45,700.00","43,100.00",536.88K,-1.78%
25/08/2015,"44,900.00","41,500.00","45,500.00","41,100.00",464.10K,2.51%
24/08/2015,"43,800.00","46,000.00","46,200.00","43,800.00",639.64K,-6.81%
21/08/2015,"47,000.00","47,800.00","48,000.00","45,900.00",511.39K,-2.89%
20/08/2015,"48,400.00","49,500.00","51,000.00","48,400.00",370.52K,-2.22%
19/08/2015,"49,500.00","49,500.00","51,000.00","48,300.00",246.54K,0.00%
18/08/2015,"49,500.00","47,000.00","49,500.00","47,000.00",258.11K,5.32%
17/08/2015,"47,000.00","49,300.00","49,700.00","47,000.00",243.65K,-3.69%
14/08/2015,"48,800.00","48,000.00","49,100.00","48,000.00",369.90K,1.67%
13/08/2015,"48,000.00","51,000.00","51,000.00","47,600.00",447.19K,-5.88%
12/08/2015,"51,000.00","50,500.00","53,500.00","49,700.00",580.10K,-1.92%
11/08/2015,"52,000.00","52,000.00","53,500.00","51,500.00",511.60K,4.00%
10/08/2015,"50,000.00","47,100.00","50,000.00","47,100.00",478.94K,6.16%
07/08/2015,"47,100.00","46,800.00","47,200.00","46,000.00",160.89K,0.64%
06/08/2015,"46,800.00","48,000.00","48,900.00","46,000.00",259.67K,-2.50%
05/08/2015,"48,000.00","46,000.00","48,900.00","46,000.00",244.24K,4.35%
04/08/2015,"46,000.00","47,600.00","48,000.00","46,000.00",505.74K,-5.93%
03/08/2015,"48,900.00","50,500.00","51,000.00","48,900.00",683.50K,-6.86%
31/07/2015,"52,500.00","55,500.00","55,500.00","52,500.00",235.22K,-4.55%
30/07/2015,"55,000.00","52,000.00","55,000.00","52,000.00",396.16K,5.77%
29/07/2015,"52,000.00","52,000.00","55,000.00","51,500.00",287.00K,0.00%
28/07/2015,"52,000.00","54,500.00","55,000.00","52,000.00",543.03K,-3.70%
27/07/2015,"54,000.00","54,000.00","55,000.00","52,500.00",749.48K,-3.57%
24/07/2015,"56,000.00","58,000.00","58,500.00","55,500.00",171.60K,-2.61%
23/07/2015,"57,500.00","55,500.00","57,500.00","55,500.00",297.96K,6.48%
22/07/2015,"54,000.00","54,500.00","56,000.00","53,500.00",1.29M,-5.26%
21/07/2015,"57,000.00","59,000.00","60,000.00","57,000.00",301.79K,-6.56%
20/07/2015,"61,000.00","65,000.00","65,000.00","60,500.00",198.63K,-5.43%
17/07/2015,"64,500.00","63,000.00","65,500.00","62,500.00",351.52K,2.38%
16/07/2015,"63,000.00","59,500.00","65,500.00","59,500.00",483.98K,1.61%
15/07/2015,"62,000.00","67,500.00","67,500.00","62,000.00",586.29K,-6.06%
14/07/2015,"66,000.00","66,000.00","66,000.00","62,000.00",706.39K,6.45%
13/07/2015,"62,000.00","61,000.00","62,000.00","61,000.00",198.89K,6.90%
10/07/2015,"58,000.00","55,000.00","58,000.00","54,500.00",579.56K,6.42%
09/07/2015,"54,500.00","52,000.00","58,000.00","51,500.00",634.71K,-0.91%
08/07/2015,"55,000.00","55,000.00","55,500.00","54,000.00",1.25M,5.77%
07/07/2015,"52,000.00","48,200.00","52,000.00","48,200.00",487.24K,7.00%
06/07/2015,"48,600.00","46,300.00","48,600.00","46,000.00",600.31K,6.81%
03/07/2015,"45,500.00","43,400.00","45,500.00","43,200.00",520.19K,5.81%
02/07/2015,"43,000.00","40,000.00","43,000.00","40,000.00",347.68K,6.17%
01/07/2015,"40,500.00","40,500.00","41,000.00","40,100.00",333.44K,-1.22%
30/06/2015,"41,000.00","39,500.00","41,500.00","39,400.00",1.02M,4.06%
29/06/2015,"39,400.00","38,300.00","39,800.00","38,000.00",388.77K,3.68%
26/06/2015,"38,000.00","38,400.00","38,400.00","37,100.00",195.05K,-1.04%
25/06/2015,"38,400.00","39,000.00","39,000.00","38,300.00",80.09K,-1.29%
24/06/2015,"38,900.00","39,100.00","39,200.00","38,500.00",100.32K,-0.51%
23/06/2015,"39,100.00","38,500.00","39,300.00","38,500.00",330.82K,1.56%
22/06/2015,"38,500.00","38,900.00","38,900.00","38,200.00",272.63K,-1.28%
19/06/2015,"39,000.00","38,900.00","39,000.00","38,300.00",1.17M,2.63%
18/06/2015,"38,000.00","37,400.00","38,000.00","37,000.00",457.99K,2.70%
17/06/2015,"37,000.00","36,500.00","38,000.00","36,300.00",389.66K,1.37%
16/06/2015,"36,500.00","37,000.00","37,100.00","36,500.00",192.99K,-1.35%
15/06/2015,"37,000.00","37,200.00","37,200.00","36,600.00",166.44K,0.54%
12/06/2015,"36,800.00","36,900.00","36,900.00","36,300.00",201.81K,1.66%
11/06/2015,"36,200.00","34,900.00","36,200.00","34,900.00",297.00K,3.13%
10/06/2015,"35,100.00","35,000.00","35,400.00","34,900.00",239.69K,-0.57%
09/06/2015,"35,300.00","35,000.00","35,300.00","35,000.00",178.69K,0.00%
08/06/2015,"35,300.00","36,000.00","36,000.00","35,200.00",325.32K,-1.67%
05/06/2015,"35,900.00","35,400.00","35,900.00","35,000.00",78.83K,1.41%
04/06/2015,"35,400.00","35,000.00","35,500.00","35,000.00",136.56K,1.14%
03/06/2015,"35,000.00","35,300.00","35,400.00","34,800.00",261.28K,-1.13%
02/06/2015,"35,400.00","36,000.00","36,400.00","35,400.00",87.02K,-0.56%
01/06/2015,"35,600.00","36,900.00","36,900.00","35,200.00",169.75K,-3.00%
29/05/2015,"36,700.00","37,200.00","37,200.00","36,100.00",321.61K,-0.81%
28/05/2015,"37,000.00","36,400.00","37,400.00","36,300.00",291.76K,1.37%
27/05/2015,"36,500.00","36,400.00","36,800.00","36,000.00",236.33K,0.27%
26/05/2015,"36,400.00","35,500.00","36,600.00","35,000.00",499.03K,4.60%
25/05/2015,"34,800.00","35,200.00","36,000.00","34,800.00",98.73K,-2.25%
22/05/2015,"35,600.00","34,800.00","35,600.00","34,100.00",257.63K,2.30%
21/05/2015,"34,800.00","34,300.00","34,800.00","33,500.00",224.02K,1.46%
20/05/2015,"34,300.00","32,900.00","34,400.00","32,900.00",125.76K,3.00%
19/05/2015,"33,300.00","33,500.00","33,500.00","32,600.00",104.26K,2.15%
18/05/2015,"32,600.00","33,200.00","33,200.00","32,600.00",86.03K,-1.81%
15/05/2015,"33,200.00","33,500.00","33,900.00","33,200.00",69.29K,-0.60%
14/05/2015,"33,400.00","33,500.00","33,600.00","33,400.00",93.57K,-0.30%
13/05/2015,"33,500.00","34,000.00","34,000.00","33,300.00",117.16K,0.00%
12/05/2015,"33,500.00","34,000.00","34,600.00","33,500.00",150.66K,-2.33%
11/05/2015,"34,300.00","34,500.00","34,600.00","34,200.00",150.43K,-0.29%
08/05/2015,"34,400.00","34,000.00","34,800.00","34,000.00",102.21K,1.18%
07/05/2015,"34,000.00","33,800.00","34,200.00","33,800.00",68.84K,0.00%
06/05/2015,"34,000.00","34,900.00","34,900.00","34,000.00",81.06K,-2.58%
05/05/2015,"34,900.00","33,900.00","34,900.00","33,500.00",188.47K,2.95%
04/05/2015,"33,900.00","35,000.00","35,100.00","33,900.00",341.15K,-4.24%
27/04/2015,"35,400.00","35,600.00","35,600.00","35,100.00",188.49K,0.28%
24/04/2015,"35,300.00","35,500.00","35,600.00","35,100.00",183.63K,-0.28%
23/04/2015,"35,400.00","35,000.00","35,800.00","35,000.00",185.84K,1.14%
22/04/2015,"35,000.00","35,100.00","35,200.00","34,900.00",152.34K,-0.28%
21/04/2015,"35,100.00","35,100.00","35,400.00","35,100.00",126.90K,-0.57%
20/04/2015,"35,300.00","35,000.00","35,400.00","34,900.00",168.96K,0.00%
17/04/2015,"35,300.00","35,600.00","35,700.00","35,300.00",160.20K,-0.84%
16/04/2015,"35,600.00","35,700.00","36,000.00","35,500.00",387.68K,1.71%
