Date,Price,Open,High,Low,Vol.,Change %
08/25/2020,"34,315.80","34,140.20","34,386.10","34,105.10",4.56M,0.83%
08/24/2020,"34,034.80","33,683.60","34,140.20","33,613.30",4.89M,2.22%
08/21/2020,"33,297.20","33,191.90","33,367.50","33,156.70",1.74M,0.74%
08/20/2020,"33,051.40","32,946.00","33,332.30","32,910.90",2.52M,0.43%
08/19/2020,"32,910.90","32,946.00","33,051.40","32,770.40",1.21M,0.00%
08/18/2020,"32,910.90","33,016.20","33,121.60","32,875.70",862.78K,-0.32%
08/17/2020,"33,016.20","32,946.00","33,016.20","32,665.00",1.45M,0.43%
08/14/2020,"32,875.70","33,082.10","33,150.80","32,635.00",2.25M,-0.31%
08/13/2020,"32,978.90","32,806.90","32,978.90","32,669.40",2.36M,0.95%
08/12/2020,"32,669.40","32,394.30","32,669.40","32,256.70",1.70M,1.06%
08/11/2020,"32,325.50","32,635.00","32,635.00","32,325.50",1.67M,-0.42%
08/10/2020,"32,463.10","32,566.20","32,875.70","32,394.30",1.60M,0.21%
08/07/2020,"32,394.30","32,187.90","32,875.70","32,187.90",1.77M,0.64%
08/06/2020,"32,187.90","32,325.50","32,497.40","32,119.20",1.59M,-0.43%
08/05/2020,"32,325.50","31,981.60","32,428.70","31,809.70",1.83M,0.97%
08/04/2020,"32,016.00","31,981.60","32,187.90","31,775.30",1.45M,1.42%
08/03/2020,"31,568.90","30,606.10","31,568.90","30,606.10",1.92M,3.15%
07/31/2020,"30,606.10","30,262.20","31,087.50","30,262.20",1.53M,-1.44%
07/30/2020,"31,053.10","30,674.80","31,053.10","30,674.80",844.89K,1.35%
07/29/2020,"30,640.40","30,537.30","30,881.20","30,124.60",2.14M,-2.52%
07/28/2020,"31,431.40","30,537.30","31,500.20","30,365.30",2.70M,3.37%
07/27/2020,"30,405.30","31,309.80","31,936.00","30,335.70",4.52M,-4.79%
07/24/2020,"31,936.00","32,979.70","33,084.00","31,588.10",4.38M,-3.87%
07/23/2020,"33,223.20","32,979.70","33,223.20","32,770.90",1.27M,0.74%
07/22/2020,"32,979.70","33,397.10","33,397.10","32,910.10",1.13M,-0.84%
07/21/2020,"33,258.00","33,049.30","33,362.40","32,875.30",1.30M,0.84%
07/20/2020,"32,979.70","33,466.70","33,536.30","32,944.90",2.83M,-1.46%
07/17/2020,"33,466.70","33,745.00","33,745.00","33,466.70",1.81M,-1.03%
07/16/2020,"33,814.60","33,779.80","33,919.00","33,675.50",1.46M,0.00%
07/15/2020,"33,814.60","33,884.20","34,058.10","33,675.50",2.09M,0.10%
07/14/2020,"33,779.80","33,605.90","33,988.60","33,605.90",2.14M,-0.21%
07/13/2020,"33,849.40","33,397.10","34,058.10","33,223.20",3.67M,1.78%
07/10/2020,"33,258.00","33,466.70","33,571.10","33,049.30",1.61M,-1.14%
07/09/2020,"33,640.70","33,327.60","33,675.50","33,258.00",3.17M,1.36%
07/08/2020,"33,188.40","32,910.10","33,327.60","32,910.10",2.03M,0.53%
07/07/2020,"33,014.50","32,701.40","33,327.60","32,701.40",3.78M,1.39%
07/06/2020,"32,562.20","32,353.50","32,666.60","32,214.30",1.50M,1.19%
07/03/2020,"32,179.50","32,353.50","32,353.50","32,075.20",731.07K,0.22%
07/02/2020,"32,110.00","32,214.30","32,214.30","31,970.80",744.04K,-0.11%
07/01/2020,"32,144.80","32,005.60","32,214.30","31,866.40",1.20M,1.20%
06/30/2020,"31,762.10","32,110.00","32,283.90","31,588.10",2.20M,-0.87%
06/29/2020,"32,040.40","32,423.10","32,423.10","31,901.20",1.77M,-1.71%
06/26/2020,"32,597.00","32,562.20","32,805.70","32,492.60",831.97K,0.11%
06/25/2020,"32,562.20","32,457.90","32,770.90","32,423.10",1.01M,-0.85%
06/24/2020,"32,840.50","33,327.60","33,362.40","32,736.20",837.66K,-0.74%
06/23/2020,"33,084.00","32,666.60","33,675.50","32,527.40",2.34M,1.17%
06/22/2020,"32,701.40","32,701.40","32,701.40","32,597.00",1.09M,0.00%
06/19/2020,"32,701.40","32,423.10","32,701.40","32,423.10",1.03M,0.86%
06/18/2020,"32,423.10","32,214.30","32,492.60","32,110.00",1.14M,0.54%
06/17/2020,"32,249.10","32,492.60","32,527.40","32,179.50",1.09M,-0.54%
06/16/2020,"32,423.10","32,423.10","32,562.20","32,214.30",1.52M,1.30%
06/15/2020,"32,005.60","33,397.10","33,397.10","31,936.00",1.67M,-2.13%
06/12/2020,"32,701.40","31,309.80","32,701.40","31,309.80",4.34M,2.17%
06/11/2020,"32,005.60","33,953.80","33,953.80","32,005.60",5.90M,-5.74%
06/10/2020,"33,953.80","34,092.90","34,092.90","33,675.50",1.80M,-0.31%
06/09/2020,"34,058.10","34,510.40","34,545.20","34,023.30",2.06M,-0.81%
06/08/2020,"34,336.40","34,092.90","34,788.70","34,092.90",5.68M,1.33%
06/05/2020,"33,884.20","33,675.50","33,884.20","33,501.50",1.71M,0.62%
06/04/2020,"33,675.50","34,023.30","34,023.30","33,675.50",1.74M,-0.51%
06/03/2020,"33,849.40","33,397.10","34,058.10","33,327.60",2.61M,1.35%
06/02/2020,"33,397.10","33,605.90","33,745.00","33,397.10",2.01M,-0.62%
06/01/2020,"33,605.90","33,397.10","33,640.70","33,397.10",1.79M,0.73%
05/29/2020,"33,362.40","33,397.10","33,466.70","33,049.30",1.86M,-0.10%
05/28/2020,"33,397.10","33,536.30","33,814.60","33,397.10",1.65M,0.00%
05/27/2020,"33,397.10","34,023.30","34,371.20","33,397.10",2.90M,-1.64%
05/26/2020,"33,953.80","33,745.00","33,953.80","33,640.70",2.23M,0.72%
05/25/2020,"33,710.20","33,745.00","33,814.60","33,258.00",2.81M,0.00%
05/22/2020,"33,710.20","34,092.90","34,092.90","33,710.20",2.39M,-1.72%
05/21/2020,"34,301.70","34,023.30","34,301.70","33,988.60",2.77M,0.82%
05/20/2020,"34,023.30","34,092.90","34,092.90","33,779.80",1.72M,-0.71%
05/19/2020,"34,266.90","34,232.10","34,580.00","33,814.60",3.97M,1.86%
05/18/2020,"33,640.70","33,049.30","33,640.70","32,979.70",2.76M,0.73%
05/15/2020,"33,397.10","33,605.90","34,023.30","33,223.20",3.35M,-1.44%
05/14/2020,"33,884.20","34,058.10","34,162.50","33,745.00",3.58M,-1.32%
05/13/2020,"34,336.40","33,049.30","34,475.60","32,979.70",9.46M,6.02%
05/12/2020,"32,387.00","32,148.90","32,387.00","31,910.70",4.49M,0.74%
05/11/2020,"32,148.90","32,148.90","32,387.00","31,732.10",3.36M,0.56%
05/08/2020,"31,970.30","31,910.70","32,803.70","31,910.70",5.69M,0.37%
05/07/2020,"31,851.20","31,553.50","31,851.20","31,196.30",3.22M,1.13%
05/06/2020,"31,494.00","30,362.80","31,613.10","30,362.80",5.51M,3.93%
05/05/2020,"30,303.30","30,243.70","30,362.80","30,005.60",1.08M,0.79%
05/04/2020,"30,065.10","29,886.50","30,303.30","29,648.40",1.42M,-0.59%
04/29/2020,"30,243.70","30,243.70","30,601.00","30,065.10",2.14M,0.20%
04/28/2020,"30,184.20","30,184.20","30,243.70","29,886.50",1.55M,0.00%
04/27/2020,"30,184.20","30,660.50","30,660.50","30,065.10",2.25M,-0.59%
04/24/2020,"30,362.80","30,303.30","30,481.90","29,827.00",2.24M,0.00%
04/23/2020,"30,362.80","31,017.70","31,077.20","30,362.80",2.16M,-0.20%
04/22/2020,"30,422.40","29,053.00","30,481.90","28,993.50",3.88M,3.65%
04/21/2020,"29,350.70","30,065.10","30,303.30","29,112.60",5.93M,-3.90%
04/20/2020,"30,541.40","30,898.60","30,958.20","30,184.20",3.55M,0.20%
04/17/2020,"30,481.90","30,481.90","30,541.40","29,886.50",4.18M,1.79%
04/16/2020,"29,946.10","29,588.90","30,243.70","29,350.70",2.39M,0.40%
04/15/2020,"29,827.00","30,065.10","30,243.70","29,678.20",3.50M,1.21%
04/14/2020,"29,469.80","28,338.60","29,469.80","27,981.40",6.46M,6.45%
04/13/2020,"27,683.70","27,624.20","27,981.40","27,445.60",1.99M,0.22%
04/10/2020,"27,624.20","27,743.30","27,981.40","27,326.50",2.99M,-0.96%
04/09/2020,"27,892.10","27,981.40","28,338.60","27,683.70",3.40M,0.00%
04/08/2020,"27,892.10","27,445.60","28,011.20","27,237.20",2.50M,-0.95%
04/07/2020,"28,160.00","28,279.10","28,398.20","27,683.70",3.91M,-0.42%
04/06/2020,"28,279.10","27,386.10","28,279.10","27,088.40",4.32M,6.50%
04/03/2020,"26,552.60","25,600.00","26,582.30","25,421.40",3.29M,5.44%
04/01/2020,"25,183.30","24,290.30","25,719.10","24,290.30",2.31M,2.92%
03/31/2020,"24,468.90","24,707.00","25,242.80","23,873.50",2.64M,1.73%
03/30/2020,"24,052.10","24,111.60","24,468.90","23,873.50",3.42M,-6.26%
03/27/2020,"25,659.60","26,433.50","26,433.50","25,540.50",4.18M,-2.49%
03/26/2020,"26,314.40","27,088.40","27,296.80","26,314.40",3.74M,-3.91%
03/25/2020,"27,386.10","27,386.10","27,624.20","26,880.00",3.38M,3.37%
03/24/2020,"26,493.00","26,790.70","26,790.70","25,897.70",3.48M,0.23%
03/23/2020,"26,433.50","27,445.60","27,921.90","26,433.50",4.49M,-6.92%
03/20/2020,"28,398.20","28,695.80","28,725.60","28,189.80",2.05M,0.00%
03/19/2020,"28,398.20","28,338.60","28,636.30","28,338.60",2.06M,-1.45%
03/18/2020,"28,814.90","29,172.10","29,231.70","28,785.10",2.61M,-0.21%
03/17/2020,"28,874.40","27,981.40","28,874.40","27,683.70",3.93M,1.89%
03/16/2020,"28,338.60","28,666.10","29,588.90","28,279.10",3.01M,-1.14%
03/13/2020,"28,666.10","26,969.30","29,767.50","26,909.80",4.63M,0.10%
03/12/2020,"28,636.30","28,934.00","29,350.70","28,160.00",6.32M,-5.31%
03/11/2020,"30,243.70","30,958.20","31,255.80","29,469.80",4.37M,-1.74%
03/10/2020,"30,779.60","30,362.80","30,958.20","29,946.10",3.22M,2.78%
03/09/2020,"29,946.10","30,481.90","30,958.20","29,946.10",7.51M,-6.85%
03/06/2020,"32,148.90","32,267.90","32,327.50","31,851.20",2.07M,-1.10%
03/05/2020,"32,506.10","33,041.90","33,280.00","32,506.10",2.06M,-1.62%
03/04/2020,"33,041.90","33,041.90","33,041.90","32,684.70",2.64M,-0.72%
03/03/2020,"33,280.00","33,458.60","33,934.90","33,161.00",1.89M,0.36%
03/02/2020,"33,161.00","32,803.70","33,458.60","32,625.10",2.84M,1.09%
02/28/2020,"32,803.70","32,744.20","33,161.00","32,506.10",3.38M,-1.61%
02/27/2020,"33,339.60","32,744.20","33,637.20","32,506.10",4.65M,1.82%
02/26/2020,"32,744.20","31,791.70","32,863.30","31,553.50",5.11M,1.85%
02/25/2020,"32,148.90","31,017.70","32,148.90","30,958.20",2.23M,2.86%
02/24/2020,"31,255.80","31,613.10","32,089.30","31,255.80",3.59M,-4.02%
02/21/2020,"32,565.60","33,280.00","33,280.00","32,565.60",2.31M,-1.97%
02/20/2020,"33,220.50","33,399.10","33,577.70","33,041.90",1.24M,0.18%
02/19/2020,"33,161.00","33,280.00","33,458.60","33,041.90",1.08M,-0.54%
02/18/2020,"33,339.60","32,387.00","33,339.60","32,327.50",2.79M,3.32%
02/17/2020,"32,267.90","32,506.10","32,506.10","32,148.90",1.15M,-0.55%
02/14/2020,"32,446.50","32,208.40","32,446.50","32,148.90",1.40M,0.37%
02/13/2020,"32,327.50","32,208.40","32,446.50","31,970.30",1.64M,0.37%
02/12/2020,"32,208.40","32,029.80","32,565.60","31,970.30",1.75M,0.93%
02/11/2020,"31,910.70","31,494.00","31,970.30","31,374.90",1.72M,1.90%
02/10/2020,"31,315.40","31,196.30","31,553.50","31,017.70",1.17M,-1.31%
02/07/2020,"31,732.10","31,553.50","31,851.20","31,434.40",1.93M,-0.56%
02/06/2020,"31,910.70","31,255.80","31,910.70","30,839.10",2.71M,3.08%
02/05/2020,"30,958.20","31,136.80","31,434.40","30,958.20",2.62M,0.39%
02/04/2020,"30,839.10","31,196.30","31,196.30","30,362.80",2.62M,0.58%
02/03/2020,"30,660.50","29,529.30","31,255.80","29,172.10",5.72M,-0.96%
01/31/2020,"30,958.20","32,148.90","32,684.70","30,958.20",6.54M,-4.94%
01/30/2020,"32,565.60","32,922.80","33,220.50","32,089.30",4.19M,-3.19%
01/22/2020,"33,637.20","32,744.20","33,637.20","32,565.60",5.02M,1.80%
01/21/2020,"33,041.90","34,411.20","34,530.30","33,041.90",6.91M,-3.31%
01/20/2020,"34,173.10","34,232.60","34,530.30","34,054.00",1.95M,-0.35%
01/17/2020,"34,292.10","34,530.30","34,589.80","33,934.90",2.20M,-0.69%
01/16/2020,"34,530.30","33,934.90","34,649.30","33,934.90",3.08M,1.75%
01/15/2020,"33,934.90","33,934.90","33,994.40","33,815.80",1.49M,0.00%
01/14/2020,"33,934.90","33,994.40","34,173.10","33,934.90",1.15M,-0.18%
01/13/2020,"33,994.40","34,173.10","34,292.10","33,934.90",1.25M,-0.70%
01/10/2020,"34,232.60","34,232.60","34,411.20","33,994.40",1.62M,-0.17%
01/09/2020,"34,292.10","34,113.50","34,351.70","33,994.40",1.53M,1.41%
01/08/2020,"33,815.80","34,232.60","34,351.70","33,815.80",2.88M,-2.24%
01/07/2020,"34,589.80","34,113.50","34,589.80","33,934.90",1.33M,1.93%
01/06/2020,"33,934.90","33,994.40","34,292.10","33,815.80",1.73M,-1.04%
01/03/2020,"34,292.10","35,066.10","35,185.10","34,173.10",3.25M,-1.71%
01/02/2020,"34,887.50","34,708.90","35,125.60","34,530.30",1.42M,0.51%
12/31/2019,"34,708.90","34,887.50","34,947.00","34,530.30",1.09M,-0.51%
12/30/2019,"34,887.50","34,411.20","35,066.10","34,292.10",4.57M,1.74%
12/27/2019,"34,292.10","34,173.10","34,411.20","33,815.80",1.59M,0.35%
12/26/2019,"34,173.10","34,411.20","34,589.80","34,173.10",1.78M,-0.17%
12/25/2019,"34,232.60","33,577.70","34,470.70","33,577.70",2.55M,1.95%
12/24/2019,"33,577.70","33,577.70","33,637.20","33,399.10",1.10M,0.53%
12/23/2019,"33,399.10","33,875.40","33,934.90","33,339.60",1.22M,-0.71%
12/20/2019,"33,637.20","33,339.60","33,756.30","33,220.50",1.23M,1.25%
12/19/2019,"33,220.50","33,041.90","33,458.60","32,982.40",1.30M,0.54%
12/18/2019,"33,041.90","32,982.40","33,339.60","32,744.20",1.62M,0.18%
12/17/2019,"32,982.40","33,458.60","33,577.70","32,803.70",3.51M,-1.95%
12/16/2019,"33,637.20","33,994.40","33,994.40","33,577.70",1.54M,-1.05%
12/13/2019,"33,994.40","34,054.00","34,232.60","33,875.40",2.67M,0.18%
12/12/2019,"33,934.90","33,815.80","34,054.00","33,756.30",1.50M,0.89%
12/11/2019,"33,637.20","33,041.90","33,696.80","32,863.30",1.39M,1.80%
12/10/2019,"33,041.90","32,922.80","33,220.50","32,625.10",1.26M,0.36%
12/09/2019,"32,922.80","32,863.30","33,220.50","32,744.20",1.11M,0.55%
12/06/2019,"32,744.20","32,744.20","32,982.40","32,565.60",882.63K,0.18%
12/05/2019,"32,684.70","33,041.90","33,220.50","32,625.10",1.82M,-0.90%
12/04/2019,"32,982.40","32,446.50","33,041.90","32,148.90",1.48M,1.65%
12/03/2019,"32,446.50","32,267.90","32,863.30","31,732.10",2.57M,-0.18%
12/02/2019,"32,506.10","33,637.20","33,637.20","32,506.10",3.16M,-3.19%
11/29/2019,"33,577.70","33,339.60","33,815.80","33,220.50",1.17M,0.71%
11/28/2019,"33,339.60","33,875.40","33,875.40","33,220.50",2.18M,-1.75%
11/27/2019,"33,934.90","34,054.00","34,173.10","33,875.40",1.29M,-0.18%
11/26/2019,"33,994.40","33,934.90","34,054.00","33,815.80",1.54M,0.88%
11/25/2019,"33,696.80","33,399.10","33,934.90","33,220.50",1.73M,1.07%
11/22/2019,"33,339.60","33,518.20","33,994.40","33,041.90",2.58M,0.00%
11/21/2019,"33,339.60","33,815.80","33,994.40","33,280.00",5.24M,-1.41%
11/20/2019,"33,815.80","34,649.30","34,649.30","33,696.80",3.64M,-2.57%
11/19/2019,"34,708.90","34,232.60","34,708.90","34,232.60",1.68M,1.39%
11/18/2019,"34,232.60","34,768.40","35,006.50","33,994.40",4.44M,-1.88%
11/15/2019,"34,887.50","34,708.90","35,006.50","34,351.70",4.08M,0.51%
11/14/2019,"34,708.90","36,018.60","36,316.30","34,232.60",7.62M,-3.64%
11/13/2019,"36,018.60","36,435.40","36,494.90","36,018.60",2.12M,-0.82%
11/12/2019,"36,316.30","35,721.00","36,494.90","35,721.00",4.51M,1.67%
11/11/2019,"35,721.00","35,542.40","36,078.20","35,423.30",3.46M,0.67%
11/08/2019,"35,482.80","35,601.90","35,601.90","35,244.70",1.94M,0.17%
11/07/2019,"35,423.30","35,423.30","35,661.40","35,244.70",2.28M,0.00%
11/06/2019,"35,423.30","35,601.90","35,959.10","35,423.30",2.46M,-0.50%
11/05/2019,"35,601.90","35,780.50","35,780.50","35,363.80",1.97M,-0.17%
11/04/2019,"35,661.40","34,947.00","36,018.60","34,947.00",9.22M,2.39%
11/01/2019,"34,827.90","34,530.30","34,947.00","34,292.10",2.75M,1.04%
10/31/2019,"34,470.70","34,530.30","34,947.00","34,411.20",2.01M,0.17%
10/30/2019,"34,411.20","34,470.70","34,589.80","34,292.10",1.75M,-0.17%
10/29/2019,"34,470.70","34,649.30","34,708.90","34,411.20",1.51M,-0.34%
10/28/2019,"34,589.80","34,530.30","35,006.50","34,411.20",2.37M,0.17%
10/25/2019,"34,530.30","34,708.90","34,827.90","34,351.70",2.15M,-0.34%
10/24/2019,"34,649.30","33,815.80","34,649.30","33,577.70",3.55M,3.19%
10/23/2019,"33,577.70","33,339.60","33,934.90","33,339.60",1.19M,0.18%
10/22/2019,"33,518.20","33,637.20","33,696.80","33,161.00",2.44M,-0.35%
10/21/2019,"33,637.20","34,173.10","34,173.10","33,518.20",2.00M,-1.05%
10/18/2019,"33,994.40","33,815.80","34,292.10","33,696.80",2.30M,0.71%
10/17/2019,"33,756.30","34,173.10","34,232.60","33,696.80",2.57M,-1.39%
10/16/2019,"34,232.60","34,411.20","34,530.30","34,173.10",1.32M,0.17%
10/15/2019,"34,173.10","34,411.20","34,411.20","34,173.10",1.05M,-0.52%
10/14/2019,"34,351.70","33,934.90","34,649.30","33,815.80",3.54M,2.12%
10/11/2019,"33,637.20","33,756.30","33,875.40","33,577.70",1.26M,0.18%
10/10/2019,"33,577.70","33,696.80","33,934.90","33,577.70",1.28M,0.00%
10/09/2019,"33,577.70","33,518.20","33,934.90","33,220.50",1.49M,0.53%
10/08/2019,"33,399.10","33,041.90","33,458.60","32,863.30",2.12M,1.08%
10/07/2019,"33,041.90","33,815.80","34,054.00","33,041.90",3.76M,-2.29%
10/04/2019,"33,815.80","34,232.60","34,232.60","33,756.30",2.02M,-0.70%
10/03/2019,"34,054.00","33,696.80","34,173.10","33,577.70",4.45M,0.00%
10/02/2019,"34,054.00","34,827.90","34,887.50","34,054.00",3.87M,-2.22%
10/01/2019,"34,827.90","34,351.70","34,827.90","34,292.10",2.61M,1.39%
09/30/2019,"34,351.70","35,304.20","35,423.30","34,351.70",3.49M,-1.37%
09/27/2019,"34,827.90","34,292.10","35,006.50","34,173.10",3.98M,1.39%
09/26/2019,"34,351.70","34,351.70","34,530.30","34,054.00",1.58M,0.52%
09/25/2019,"34,173.10","33,518.20","34,173.10","33,399.10",2.29M,2.14%
09/24/2019,"33,458.60","33,577.70","33,934.90","33,220.50",4.03M,-0.53%
09/23/2019,"33,637.20","34,530.30","34,708.90","33,637.20",3.67M,-2.92%
09/20/2019,"34,649.30","34,351.70","35,006.50","34,292.10",2.22M,0.69%
09/19/2019,"34,411.20","33,696.80","34,411.20","33,458.60",2.27M,2.48%
09/18/2019,"33,577.70","34,470.70","34,470.70","33,518.20",4.11M,-2.08%
09/17/2019,"34,292.10","34,113.50","34,589.80","33,994.40",1.90M,-0.17%
09/16/2019,"34,351.70","33,875.40","34,530.30","33,756.30",2.13M,1.58%
09/13/2019,"33,815.80","33,637.20","34,173.10","33,518.20",3.37M,0.53%
09/12/2019,"33,637.20","32,387.00","33,637.20","32,387.00",6.03M,4.44%
09/11/2019,"32,208.40","32,148.90","32,267.90","31,791.70",1.87M,0.19%
09/10/2019,"32,148.90","32,267.90","32,387.00","31,910.70",2.75M,0.37%
09/09/2019,"32,029.80","31,553.50","32,387.00","31,255.80",3.98M,1.70%
09/06/2019,"31,494.00","31,494.00","31,672.60","31,136.80",1.81M,0.57%
09/05/2019,"31,315.40","31,791.70","31,851.20","31,315.40",1.97M,-1.13%
09/04/2019,"31,672.60","31,970.30","32,267.90","31,553.50",2.63M,-0.93%
09/03/2019,"31,970.30","31,553.50","32,148.90","31,553.50",2.16M,1.13%
08/30/2019,"31,613.10","31,553.50","31,791.70","31,494.00",1.12M,0.76%
08/29/2019,"31,374.90","31,077.20","31,434.40","30,898.60",1.54M,1.15%
08/28/2019,"31,017.70","31,553.50","31,672.60","31,017.70",2.44M,-1.33%
08/27/2019,"31,434.40","32,148.90","32,327.50","31,434.40",2.49M,-1.68%
08/26/2019,"31,970.30","31,851.20","32,267.90","31,851.20",2.79M,-1.29%
08/23/2019,"32,387.00","31,613.10","32,387.00","31,315.40",2.96M,2.64%
08/22/2019,"31,553.50","31,910.70","32,327.50","31,494.00",3.00M,-1.12%
08/21/2019,"31,910.70","32,208.40","32,446.50","31,791.70",2.87M,-0.74%
08/20/2019,"32,148.90","31,196.30","32,148.90","31,196.30",3.61M,3.05%
08/19/2019,"31,196.30","30,958.20","31,374.90","30,481.90",4.52M,0.77%
08/16/2019,"30,958.20","31,553.50","32,803.70","30,958.20",7.19M,-1.89%
08/15/2019,"31,553.50","30,898.60","31,553.50","30,601.00",3.53M,1.53%
08/14/2019,"31,077.20","30,960.40","31,369.30","30,843.60",3.50M,1.33%
08/13/2019,"30,668.30","30,434.70","31,077.20","30,201.00",3.55M,0.38%
08/12/2019,"30,551.50","29,850.50","30,726.70","29,616.80",2.89M,2.35%
08/09/2019,"29,850.50","29,383.20","30,025.80","29,207.90",2.78M,1.59%
08/08/2019,"29,383.20","29,120.30","29,558.40","29,120.30",3.31M,1.11%
08/07/2019,"29,061.90","28,623.80","29,061.90","28,594.60",1.98M,1.63%
08/06/2019,"28,594.60","28,156.40","28,799.00","28,156.40",2.07M,-0.10%
08/05/2019,"28,623.80","28,623.80","29,091.10","28,506.90",3.69M,0.41%
08/02/2019,"28,506.90","28,068.80","28,623.80","27,952.00",2.30M,0.93%
08/01/2019,"28,244.10","28,273.30","28,390.10","28,156.40",1.53M,-0.10%
07/31/2019,"28,273.30","27,922.80","28,273.30","27,747.50",1.76M,1.26%
07/30/2019,"27,922.80","28,390.10","28,390.10","27,864.40",3.32M,-1.65%
07/29/2019,"28,390.10","28,506.90","28,506.90","28,156.40",1.79M,-0.41%
07/26/2019,"28,506.90","28,331.70","28,506.90","28,244.10",1.66M,0.31%
07/25/2019,"28,419.30","28,390.10","28,594.60","28,331.70",1.84M,0.10%
07/24/2019,"28,390.10","28,828.20","28,857.40","28,390.10",3.10M,-0.41%
07/23/2019,"28,506.90","28,331.70","28,506.90","28,098.00",1.51M,0.93%
07/22/2019,"28,244.10","28,156.40","28,419.30","28,010.40",2.79M,0.31%
07/19/2019,"28,156.40","27,426.20","28,214.90","27,397.00",4.46M,2.99%
07/18/2019,"27,338.60","27,455.50","27,513.90","27,338.60",1.64M,-0.53%
07/17/2019,"27,484.70","27,630.70","27,747.50","27,455.50",2.05M,-0.53%
07/16/2019,"27,630.70","27,659.90","27,922.80","27,601.50",1.84M,0.00%
07/15/2019,"27,630.70","27,426.20","27,776.70","27,367.80",1.87M,0.64%
07/12/2019,"27,455.50","27,513.90","27,718.30","27,338.60",1.97M,0.00%
07/11/2019,"27,455.50","27,543.10","27,601.50","27,338.60",1.36M,-0.11%
07/10/2019,"27,484.70","27,426.20","27,718.30","27,338.60",2.03M,0.64%
07/09/2019,"27,309.40","27,046.50","27,367.80","26,929.70",1.58M,0.97%
07/08/2019,"27,046.50","27,163.40","27,397.00","26,900.50",2.07M,-0.64%
07/05/2019,"27,221.80","27,338.60","27,455.50","27,105.00",1.81M,-0.75%
07/04/2019,"27,426.20","27,455.50","27,572.30","27,338.60",2.02M,0.32%
07/03/2019,"27,338.60","27,280.20","27,397.00","27,192.60",2.02M,-0.21%
07/02/2019,"27,397.00","27,455.50","27,747.50","27,251.00",2.54M,-0.42%
07/01/2019,"27,513.90","26,871.30","27,513.90","26,812.90",4.05M,3.52%
06/28/2019,"26,579.20","26,520.80","26,871.30","26,228.70",3.93M,0.22%
06/27/2019,"26,520.80","26,900.50","26,929.70","26,462.40",1.94M,-1.63%
06/26/2019,"26,958.90","27,163.40","27,163.40","26,929.70",1.61M,-0.75%
06/25/2019,"27,163.40","26,287.10","27,192.60","26,170.30",5.19M,2.99%
06/24/2019,"26,374.80","26,520.80","26,550.00","26,374.80",1.15M,-0.55%
06/21/2019,"26,520.80","26,579.20","26,637.60","26,433.20",1.38M,0.00%
06/20/2019,"26,520.80","26,199.50","26,520.80","26,082.70",2.15M,1.68%
06/19/2019,"26,082.70","25,878.20","26,111.90","25,819.80",842.41K,1.36%
06/18/2019,"25,732.20","25,907.40","25,965.80","25,556.90",1.21M,0.00%
06/17/2019,"25,732.20","25,761.40","25,995.10","25,644.60",1.61M,-0.79%
06/14/2019,"25,936.60","26,053.50","26,228.70","25,936.60",888.40K,-0.34%
06/13/2019,"26,024.30","26,316.30","26,345.60","25,995.10",1.36M,-1.11%
06/12/2019,"26,316.30","26,404.00","26,637.60","26,287.10",2.04M,-0.33%
06/11/2019,"26,404.00","26,345.60","26,637.60","26,228.70",2.06M,0.22%
06/10/2019,"26,345.60","26,579.20","26,696.00","26,170.30",1.95M,-0.22%
06/07/2019,"26,404.00","26,170.30","26,433.20","26,111.90",2.07M,1.57%
06/06/2019,"25,995.10","25,586.10","26,111.90","25,469.30",1.46M,2.06%
06/05/2019,"25,469.30","25,410.90","25,644.60","25,410.90",793.66K,0.69%
06/04/2019,"25,294.10","25,410.90","25,527.70","25,264.90",852.47K,-0.46%
06/03/2019,"25,410.90","25,703.00","25,761.40","25,410.90",1.40M,-1.36%
05/31/2019,"25,761.40","26,053.50","26,170.30","25,761.40",971.02K,-1.01%
05/30/2019,"26,024.30","25,761.40","26,111.90","25,644.60",1.57M,1.02%
05/29/2019,"25,761.40","26,199.50","26,199.50","25,703.00",2.39M,-1.67%
05/28/2019,"26,199.50","26,287.10","26,520.80","26,141.10",822.81K,-0.88%
05/27/2019,"26,433.20","26,462.40","26,550.00","26,082.70",2.00M,-0.77%
05/24/2019,"26,637.60","26,579.20","26,842.10","26,433.20",1.61M,-0.22%
05/23/2019,"26,696.00","26,433.20","26,754.50","26,404.00",2.01M,0.99%
05/22/2019,"26,433.20","26,842.10","26,958.90","26,433.20",2.48M,-1.42%
05/21/2019,"26,812.90","26,579.20","26,900.50","26,491.60",1.61M,1.44%
05/20/2019,"26,433.20","25,995.10","26,462.40","25,995.10",2.84M,1.80%
05/17/2019,"25,965.80","26,287.10","26,287.10","25,878.20",2.36M,0.32%
05/16/2019,"25,884.00","26,275.00","26,431.40","25,884.00",3.30M,-1.49%
05/15/2019,"26,275.00","26,327.20","26,379.30","26,118.60",2.69M,0.40%
05/14/2019,"26,170.80","25,753.70","26,483.50","25,597.30",2.72M,1.41%
05/13/2019,"25,805.80","25,545.20","25,962.20","25,545.20",1.48M,1.02%
05/10/2019,"25,545.20","25,545.20","25,675.50","25,414.80",1.79M,0.82%
05/09/2019,"25,336.60","25,858.00","25,884.00","25,336.60",1.50M,-2.11%
